Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,BioSampleModel,Bytes,Center Name,Collection_Date,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,Experiment,geo_loc_name_country,geo_loc_name_country_continent,geo_loc_name,Host,Instrument,lat_lon,Library Name,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,Sample Name,SRA Study,Low Quality (1 Yes 0 No)
SRR9963582,AMPLICON,602,36275316,PRJNA559967,SAMN12565100,Metagenome or environmental,21007216,CHINESE HUMAN GENOME CENTER AT SHANGHAI,2018-03,public,"sra,fastq","gs,s3,ncbi","gs.US,ncbi.public,s3.us-east-1",SRX6711139,China,Asia,China:Kunming,Homo sapiens,Illumina MiSeq,25 N 102 E,P29y,PAIRED,PCR,METAGENOMIC,human metagenome,ILLUMINA,2019-08-14T00:00:00Z,seven site bacteria,SRP218271,
SRR9963583,AMPLICON,602,25101594,PRJNA559967,SAMN12565100,Metagenome or environmental,14681676,CHINESE HUMAN GENOME CENTER AT SHANGHAI,2018-03,public,"fastq,sra","s3,ncbi,gs","gs.US,s3.us-east-1,ncbi.public",SRX6711138,China,Asia,China:Kunming,Homo sapiens,Illumina MiSeq,25 N 102 E,P30y,PAIRED,PCR,METAGENOMIC,human metagenome,ILLUMINA,2019-08-14T00:00:00Z,seven site bacteria,SRP218271,
SRR9963584,AMPLICON,602,38297434,PRJNA559967,SAMN12565100,Metagenome or environmental,22098354,CHINESE HUMAN GENOME CENTER AT SHANGHAI,2018-03,public,"sra,fastq","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX6711137,China,Asia,China:Kunming,Homo sapiens,Illumina MiSeq,25 N 102 E,P30s,PAIRED,PCR,METAGENOMIC,human metagenome,ILLUMINA,2019-08-14T00:00:00Z,seven site bacteria,SRP218271,
SRR9963585,AMPLICON,602,22129520,PRJNA559967,SAMN12565100,Metagenome or environmental,12466849,CHINESE HUMAN GENOME CENTER AT SHANGHAI,2018-03,public,"sra,fastq","gs,ncbi,s3","ncbi.public,gs.US,s3.us-east-1",SRX6711136,China,Asia,China:Kunming,Homo sapiens,Illumina MiSeq,25 N 102 E,P30p,PAIRED,PCR,METAGENOMIC,human metagenome,ILLUMINA,2019-08-14T00:00:00Z,seven site bacteria,SRP218271,
SRR9963586,AMPLICON,602,28240422,PRJNA559967,SAMN12565100,Metagenome or environmental,15826287,CHINESE HUMAN GENOME CENTER AT SHANGHAI,2018-03,public,"sra,fastq","ncbi,s3,gs","s3.us-east-1,ncbi.public,gs.US",SRX6711135,China,Asia,China:Kunming,Homo sapiens,Illumina MiSeq,25 N 102 E,P30m,PAIRED,PCR,METAGENOMIC,human metagenome,ILLUMINA,2019-08-14T00:00:00Z,seven site bacteria,SRP218271,
SRR9963587,AMPLICON,602,29649704,PRJNA559967,SAMN12565100,Metagenome or environmental,16158697,CHINESE HUMAN GENOME CENTER AT SHANGHAI,2018-03,public,"sra,fastq","ncbi,gs,s3","s3.us-east-1,gs.US,ncbi.public",SRX6711134,China,Asia,China:Kunming,Homo sapiens,Illumina MiSeq,25 N 102 E,S4m,PAIRED,PCR,METAGENOMIC,human metagenome,ILLUMINA,2019-08-14T00:00:00Z,seven site bacteria,SRP218271,
SRR9963588,AMPLICON,602,27843102,PRJNA559967,SAMN12565100,Metagenome or environmental,15134517,CHINESE HUMAN GENOME CENTER AT SHANGHAI,2018-03,public,"sra,fastq","s3,gs,ncbi","s3.us-east-1,gs.US,ncbi.public",SRX6711133,China,Asia,China:Kunming,Homo sapiens,Illumina MiSeq,25 N 102 E,S4k,PAIRED,PCR,METAGENOMIC,human metagenome,ILLUMINA,2019-08-14T00:00:00Z,seven site bacteria,SRP218271,
SRR9963589,AMPLICON,602,27382572,PRJNA559967,SAMN12565100,Metagenome or environmental,15313343,CHINESE HUMAN GENOME CENTER AT SHANGHAI,2018-03,public,"fastq,sra","ncbi,gs,s3","s3.us-east-1,ncbi.public,gs.US",SRX6711132,China,Asia,China:Kunming,Homo sapiens,Illumina MiSeq,25 N 102 E,S3y,PAIRED,PCR,METAGENOMIC,human metagenome,ILLUMINA,2019-08-14T00:00:00Z,seven site bacteria,SRP218271,
SRR9963590,AMPLICON,602,23663416,PRJNA559967,SAMN12565100,Metagenome or environmental,13588172,CHINESE HUMAN GENOME CENTER AT SHANGHAI,2018-03,public,"fastq,sra","ncbi,s3,gs","ncbi.public,gs.US,s3.us-east-1",SRX6711131,China,Asia,China:Kunming,Homo sapiens,Illumina MiSeq,25 N 102 E,S3s,PAIRED,PCR,METAGENOMIC,human metagenome,ILLUMINA,2019-08-14T00:00:00Z,seven site bacteria,SRP218271,
SRR9963591,AMPLICON,602,28204904,PRJNA559967,SAMN12565100,Metagenome or environmental,15813071,CHINESE HUMAN GENOME CENTER AT SHANGHAI,2018-03,public,"fastq,sra","s3,gs,ncbi","s3.us-east-1,ncbi.public,gs.US",SRX6711130,China,Asia,China:Kunming,Homo sapiens,Illumina MiSeq,25 N 102 E,S4g,PAIRED,PCR,METAGENOMIC,human metagenome,ILLUMINA,2019-08-14T00:00:00Z,seven site bacteria,SRP218271,
SRR9963592,AMPLICON,602,19683594,PRJNA559967,SAMN12565100,Metagenome or environmental,10909026,CHINESE HUMAN GENOME CENTER AT SHANGHAI,2018-03,public,"fastq,sra","gs,s3,ncbi","s3.us-east-1,gs.US,ncbi.public",SRX6711129,China,Asia,China:Kunming,Homo sapiens,Illumina MiSeq,25 N 102 E,S4b,PAIRED,PCR,METAGENOMIC,human metagenome,ILLUMINA,2019-08-14T00:00:00Z,seven site bacteria,SRP218271,
SRR9963593,AMPLICON,602,19581254,PRJNA559967,SAMN12565100,Metagenome or environmental,11203522,CHINESE HUMAN GENOME CENTER AT SHANGHAI,2018-03,public,"sra,fastq","ncbi,s3,gs","s3.us-east-1,ncbi.public,gs.US",SRX6711128,China,Asia,China:Kunming,Homo sapiens,Illumina MiSeq,25 N 102 E,S23g,PAIRED,PCR,METAGENOMIC,human metagenome,ILLUMINA,2019-08-14T00:00:00Z,seven site bacteria,SRP218271,
SRR9963594,AMPLICON,602,31945732,PRJNA559967,SAMN12565100,Metagenome or environmental,17915497,CHINESE HUMAN GENOME CENTER AT SHANGHAI,2018-03,public,"fastq,sra","gs,ncbi,s3","ncbi.public,s3.us-east-1,gs.US",SRX6711127,China,Asia,China:Kunming,Homo sapiens,Illumina MiSeq,25 N 102 E,S3g,PAIRED,PCR,METAGENOMIC,human metagenome,ILLUMINA,2019-08-14T00:00:00Z,seven site bacteria,SRP218271,
SRR9963595,AMPLICON,602,29900136,PRJNA559967,SAMN12565100,Metagenome or environmental,16587514,CHINESE HUMAN GENOME CENTER AT SHANGHAI,2018-03,public,"fastq,sra","s3,ncbi,gs","s3.us-east-1,ncbi.public,gs.US",SRX6711126,China,Asia,China:Kunming,Homo sapiens,Illumina MiSeq,25 N 102 E,S3p,PAIRED,PCR,METAGENOMIC,human metagenome,ILLUMINA,2019-08-14T00:00:00Z,seven site bacteria,SRP218271,
SRR9963596,AMPLICON,602,41878130,PRJNA559967,SAMN12565100,Metagenome or environmental,24506995,CHINESE HUMAN GENOME CENTER AT SHANGHAI,2018-03,public,"sra,fastq","s3,gs,ncbi","ncbi.public,s3.us-east-1,gs.US",SRX6711125,China,Asia,China:Kunming,Homo sapiens,Illumina MiSeq,25 N 102 E,S3m,PAIRED,PCR,METAGENOMIC,human metagenome,ILLUMINA,2019-08-14T00:00:00Z,seven site bacteria,SRP218271,
SRR9963597,AMPLICON,602,21678622,PRJNA559967,SAMN12565100,Metagenome or environmental,12466502,CHINESE HUMAN GENOME CENTER AT SHANGHAI,2018-03,public,"sra,fastq","s3,gs,ncbi","gs.US,ncbi.public,s3.us-east-1",SRX6711124,China,Asia,China:Kunming,Homo sapiens,Illumina MiSeq,25 N 102 E,S23b,PAIRED,PCR,METAGENOMIC,human metagenome,ILLUMINA,2019-08-14T00:00:00Z,seven site bacteria,SRP218271,
SRR9963598,AMPLICON,602,23374456,PRJNA559967,SAMN12565100,Metagenome or environmental,12646222,CHINESE HUMAN GENOME CENTER AT SHANGHAI,2018-03,public,"fastq,sra","gs,s3,ncbi","gs.US,ncbi.public,s3.us-east-1",SRX6711123,China,Asia,China:Kunming,Homo sapiens,Illumina MiSeq,25 N 102 E,S33y,PAIRED,PCR,METAGENOMIC,human metagenome,ILLUMINA,2019-08-14T00:00:00Z,seven site bacteria,SRP218271,
SRR9963599,AMPLICON,602,43086946,PRJNA559967,SAMN12565100,Metagenome or environmental,23375728,CHINESE HUMAN GENOME CENTER AT SHANGHAI,2018-03,public,"sra,fastq","gs,ncbi,s3","s3.us-east-1,gs.US,ncbi.public",SRX6711122,China,Asia,China:Kunming,Homo sapiens,Illumina MiSeq,25 N 102 E,S33s,PAIRED,PCR,METAGENOMIC,human metagenome,ILLUMINA,2019-08-14T00:00:00Z,seven site bacteria,SRP218271,
SRR9963600,AMPLICON,602,39361168,PRJNA559967,SAMN12565100,Metagenome or environmental,21071905,CHINESE HUMAN GENOME CENTER AT SHANGHAI,2018-03,public,"sra,fastq","s3,ncbi,gs","gs.US,s3.us-east-1,ncbi.public",SRX6711121,China,Asia,China:Kunming,Homo sapiens,Illumina MiSeq,25 N 102 E,S33k,PAIRED,PCR,METAGENOMIC,human metagenome,ILLUMINA,2019-08-14T00:00:00Z,seven site bacteria,SRP218271,
SRR9963601,AMPLICON,602,37471490,PRJNA559967,SAMN12565100,Metagenome or environmental,20375612,CHINESE HUMAN GENOME CENTER AT SHANGHAI,2018-03,public,"fastq,sra","gs,s3,ncbi","ncbi.public,s3.us-east-1,gs.US",SRX6711120,China,Asia,China:Kunming,Homo sapiens,Illumina MiSeq,25 N 102 E,S33g,PAIRED,PCR,METAGENOMIC,human metagenome,ILLUMINA,2019-08-14T00:00:00Z,seven site bacteria,SRP218271,
SRR9963602,AMPLICON,602,40433330,PRJNA559967,SAMN12565100,Metagenome or environmental,21865294,CHINESE HUMAN GENOME CENTER AT SHANGHAI,2018-03,public,"sra,fastq","ncbi,gs,s3","ncbi.public,s3.us-east-1,gs.US",SRX6711119,China,Asia,China:Kunming,Homo sapiens,Illumina MiSeq,25 N 102 E,S33p,PAIRED,PCR,METAGENOMIC,human metagenome,ILLUMINA,2019-08-14T00:00:00Z,seven site bacteria,SRP218271,
SRR9963603,AMPLICON,602,41698132,PRJNA559967,SAMN12565100,Metagenome or environmental,22726907,CHINESE HUMAN GENOME CENTER AT SHANGHAI,2018-03,public,"fastq,sra","gs,ncbi,s3","ncbi.public,s3.us-east-1,gs.US",SRX6711118,China,Asia,China:Kunming,Homo sapiens,Illumina MiSeq,25 N 102 E,S33m,PAIRED,PCR,METAGENOMIC,human metagenome,ILLUMINA,2019-08-14T00:00:00Z,seven site bacteria,SRP218271,
SRR9963604,AMPLICON,602,22440152,PRJNA559967,SAMN12565100,Metagenome or environmental,12669457,CHINESE HUMAN GENOME CENTER AT SHANGHAI,2018-03,public,"sra,fastq","s3,ncbi,gs","s3.us-east-1,gs.US,ncbi.public",SRX6711117,China,Asia,China:Kunming,Homo sapiens,Illumina MiSeq,25 N 102 E,S32s,PAIRED,PCR,METAGENOMIC,human metagenome,ILLUMINA,2019-08-14T00:00:00Z,seven site bacteria,SRP218271,
SRR9963605,AMPLICON,602,21835744,PRJNA559967,SAMN12565100,Metagenome or environmental,12347010,CHINESE HUMAN GENOME CENTER AT SHANGHAI,2018-03,public,"fastq,sra","gs,ncbi,s3","ncbi.public,s3.us-east-1,gs.US",SRX6711116,China,Asia,China:Kunming,Homo sapiens,Illumina MiSeq,25 N 102 E,S32p,PAIRED,PCR,METAGENOMIC,human metagenome,ILLUMINA,2019-08-14T00:00:00Z,seven site bacteria,SRP218271,
SRR9963606,AMPLICON,602,31366608,PRJNA559967,SAMN12565100,Metagenome or environmental,16946981,CHINESE HUMAN GENOME CENTER AT SHANGHAI,2018-03,public,"sra,fastq","s3,gs,ncbi","ncbi.public,gs.US,s3.us-east-1",SRX6711115,China,Asia,China:Kunming,Homo sapiens,Illumina MiSeq,25 N 102 E,S33b,PAIRED,PCR,METAGENOMIC,human metagenome,ILLUMINA,2019-08-14T00:00:00Z,seven site bacteria,SRP218271,
SRR9963607,AMPLICON,602,38884384,PRJNA559967,SAMN12565100,Metagenome or environmental,21850479,CHINESE HUMAN GENOME CENTER AT SHANGHAI,2018-03,public,"sra,fastq","s3,gs,ncbi","gs.US,ncbi.public,s3.us-east-1",SRX6711114,China,Asia,China:Kunming,Homo sapiens,Illumina MiSeq,25 N 102 E,S32y,PAIRED,PCR,METAGENOMIC,human metagenome,ILLUMINA,2019-08-14T00:00:00Z,seven site bacteria,SRP218271,
SRR9963608,AMPLICON,602,37457644,PRJNA559967,SAMN12565100,Metagenome or environmental,20264550,CHINESE HUMAN GENOME CENTER AT SHANGHAI,2018-03,public,"fastq,sra","ncbi,s3,gs","ncbi.public,gs.US,s3.us-east-1",SRX6711113,China,Asia,China:Kunming,Homo sapiens,Illumina MiSeq,25 N 102 E,P39dm,PAIRED,PCR,METAGENOMIC,human metagenome,ILLUMINA,2019-08-14T00:00:00Z,seven site bacteria,SRP218271,
SRR9963609,AMPLICON,602,43201326,PRJNA559967,SAMN12565100,Metagenome or environmental,23872394,CHINESE HUMAN GENOME CENTER AT SHANGHAI,2018-03,public,"fastq,sra","s3,ncbi,gs","s3.us-east-1,ncbi.public,gs.US",SRX6711112,China,Asia,China:Kunming,Homo sapiens,Illumina MiSeq,25 N 102 E,P39xm,PAIRED,PCR,METAGENOMIC,human metagenome,ILLUMINA,2019-08-14T00:00:00Z,seven site bacteria,SRP218271,
SRR9963610,AMPLICON,602,18985876,PRJNA559967,SAMN12565100,Metagenome or environmental,10225182,CHINESE HUMAN GENOME CENTER AT SHANGHAI,2018-03,public,"sra,fastq","gs,s3,ncbi","ncbi.public,s3.us-east-1,gs.US",SRX6711111,China,Asia,China:Kunming,Homo sapiens,Illumina MiSeq,25 N 102 E,P39db,PAIRED,PCR,METAGENOMIC,human metagenome,ILLUMINA,2019-08-14T00:00:00Z,seven site bacteria,SRP218271,
SRR9963611,AMPLICON,602,39603172,PRJNA559967,SAMN12565100,Metagenome or environmental,21707323,CHINESE HUMAN GENOME CENTER AT SHANGHAI,2018-03,public,"sra,fastq","ncbi,gs,s3","ncbi.public,s3.us-east-1,gs.US",SRX6711110,China,Asia,China:Kunming,Homo sapiens,Illumina MiSeq,25 N 102 E,P39xb,PAIRED,PCR,METAGENOMIC,human metagenome,ILLUMINA,2019-08-14T00:00:00Z,seven site bacteria,SRP218271,
SRR9963612,AMPLICON,602,22757406,PRJNA559967,SAMN12565100,Metagenome or environmental,12342802,CHINESE HUMAN GENOME CENTER AT SHANGHAI,2018-03,public,"fastq,sra","s3,gs,ncbi","gs.US,s3.us-east-1,ncbi.public",SRX6711109,China,Asia,China:Kunming,Homo sapiens,Illumina MiSeq,25 N 102 E,P39g,PAIRED,PCR,METAGENOMIC,human metagenome,ILLUMINA,2019-08-14T00:00:00Z,seven site bacteria,SRP218271,
SRR9963613,AMPLICON,602,36164548,PRJNA559967,SAMN12565100,Metagenome or environmental,19489490,CHINESE HUMAN GENOME CENTER AT SHANGHAI,2018-03,public,"sra,fastq","s3,gs,ncbi","ncbi.public,s3.us-east-1,gs.US",SRX6711108,China,Asia,China:Kunming,Homo sapiens,Illumina MiSeq,25 N 102 E,P39k,PAIRED,PCR,METAGENOMIC,human metagenome,ILLUMINA,2019-08-14T00:00:00Z,seven site bacteria,SRP218271,
SRR9963614,AMPLICON,602,25355638,PRJNA559967,SAMN12565100,Metagenome or environmental,14416151,CHINESE HUMAN GENOME CENTER AT SHANGHAI,2018-03,public,"sra,fastq","ncbi,s3,gs","s3.us-east-1,gs.US,ncbi.public",SRX6711107,China,Asia,China:Kunming,Homo sapiens,Illumina MiSeq,25 N 102 E,S24k,PAIRED,PCR,METAGENOMIC,human metagenome,ILLUMINA,2019-08-14T00:00:00Z,seven site bacteria,SRP218271,
SRR9963615,AMPLICON,602,38594220,PRJNA559967,SAMN12565100,Metagenome or environmental,21054091,CHINESE HUMAN GENOME CENTER AT SHANGHAI,2018-03,public,"sra,fastq","gs,ncbi,s3","ncbi.public,s3.us-east-1,gs.US",SRX6711106,China,Asia,China:Kunming,Homo sapiens,Illumina MiSeq,25 N 102 E,P38p,PAIRED,PCR,METAGENOMIC,human metagenome,ILLUMINA,2019-08-14T00:00:00Z,seven site bacteria,SRP218271,
SRR9963616,AMPLICON,602,39497822,PRJNA559967,SAMN12565100,Metagenome or environmental,22632364,CHINESE HUMAN GENOME CENTER AT SHANGHAI,2018-03,public,"fastq,sra","ncbi,gs,s3","gs.US,ncbi.public,s3.us-east-1",SRX6711105,China,Asia,China:Kunming,Homo sapiens,Illumina MiSeq,25 N 102 E,P38s,PAIRED,PCR,METAGENOMIC,human metagenome,ILLUMINA,2019-08-14T00:00:00Z,seven site bacteria,SRP218271,
SRR9963617,AMPLICON,602,27407254,PRJNA559967,SAMN12565100,Metagenome or environmental,15594578,CHINESE HUMAN GENOME CENTER AT SHANGHAI,2018-03,public,"sra,fastq","ncbi,s3,gs","s3.us-east-1,ncbi.public,gs.US",SRX6711104,China,Asia,China:Kunming,Homo sapiens,Illumina MiSeq,25 N 102 E,P38y,PAIRED,PCR,METAGENOMIC,human metagenome,ILLUMINA,2019-08-14T00:00:00Z,seven site bacteria,SRP218271,
SRR9963618,AMPLICON,602,29449238,PRJNA559967,SAMN12565100,Metagenome or environmental,16709656,CHINESE HUMAN GENOME CENTER AT SHANGHAI,2018-03,public,"fastq,sra","ncbi,gs,s3","ncbi.public,s3.us-east-1,gs.US",SRX6711103,China,Asia,China:Kunming,Homo sapiens,Illumina MiSeq,25 N 102 E,S24g,PAIRED,PCR,METAGENOMIC,human metagenome,ILLUMINA,2019-08-14T00:00:00Z,seven site bacteria,SRP218271,
SRR9963619,AMPLICON,602,23081884,PRJNA559967,SAMN12565100,Metagenome or environmental,12583795,CHINESE HUMAN GENOME CENTER AT SHANGHAI,2018-03,public,"sra,fastq","s3,ncbi,gs","gs.US,s3.us-east-1,ncbi.public",SRX6711102,China,Asia,China:Kunming,Homo sapiens,Illumina MiSeq,25 N 102 E,P6m,PAIRED,PCR,METAGENOMIC,human metagenome,ILLUMINA,2019-08-14T00:00:00Z,seven site bacteria,SRP218271,
SRR9963620,AMPLICON,602,28829780,PRJNA559967,SAMN12565100,Metagenome or environmental,16687233,CHINESE HUMAN GENOME CENTER AT SHANGHAI,2018-03,public,"fastq,sra","s3,gs,ncbi","gs.US,s3.us-east-1,ncbi.public",SRX6711101,China,Asia,China:Kunming,Homo sapiens,Illumina MiSeq,25 N 102 E,S29p,PAIRED,PCR,METAGENOMIC,human metagenome,ILLUMINA,2019-08-14T00:00:00Z,seven site bacteria,SRP218271,
SRR9963621,AMPLICON,602,29706292,PRJNA559967,SAMN12565100,Metagenome or environmental,16015774,CHINESE HUMAN GENOME CENTER AT SHANGHAI,2018-03,public,"fastq,sra","gs,ncbi,s3","s3.us-east-1,ncbi.public,gs.US",SRX6711100,China,Asia,China:Kunming,Homo sapiens,Illumina MiSeq,25 N 102 E,P6p,PAIRED,PCR,METAGENOMIC,human metagenome,ILLUMINA,2019-08-14T00:00:00Z,seven site bacteria,SRP218271,
SRR9963622,AMPLICON,602,29062754,PRJNA559967,SAMN12565100,Metagenome or environmental,16401194,CHINESE HUMAN GENOME CENTER AT SHANGHAI,2018-03,public,"sra,fastq","ncbi,gs,s3","s3.us-east-1,ncbi.public,gs.US",SRX6711099,China,Asia,China:Kunming,Homo sapiens,Illumina MiSeq,25 N 102 E,P6s,PAIRED,PCR,METAGENOMIC,human metagenome,ILLUMINA,2019-08-14T00:00:00Z,seven site bacteria,SRP218271,
SRR9963623,AMPLICON,602,21538356,PRJNA559967,SAMN12565100,Metagenome or environmental,11459398,CHINESE HUMAN GENOME CENTER AT SHANGHAI,2018-03,public,"fastq,sra","ncbi,s3,gs","gs.US,ncbi.public,s3.us-east-1",SRX6711098,China,Asia,China:Kunming,Homo sapiens,Illumina MiSeq,25 N 102 E,P6y,PAIRED,PCR,METAGENOMIC,human metagenome,ILLUMINA,2019-08-14T00:00:00Z,seven site bacteria,SRP218271,
SRR9963624,AMPLICON,602,19278448,PRJNA559967,SAMN12565100,Metagenome or environmental,10563721,CHINESE HUMAN GENOME CENTER AT SHANGHAI,2018-03,public,"sra,fastq","gs,s3,ncbi","ncbi.public,s3.us-east-1,gs.US",SRX6711097,China,Asia,China:Kunming,Homo sapiens,Illumina MiSeq,25 N 102 E,S8s,PAIRED,PCR,METAGENOMIC,human metagenome,ILLUMINA,2019-08-14T00:00:00Z,seven site bacteria,SRP218271,
SRR9963625,AMPLICON,602,33616884,PRJNA559967,SAMN12565100,Metagenome or environmental,18709844,CHINESE HUMAN GENOME CENTER AT SHANGHAI,2018-03,public,"fastq,sra","gs,ncbi,s3","gs.US,s3.us-east-1,ncbi.public",SRX6711096,China,Asia,China:Kunming,Homo sapiens,Illumina MiSeq,25 N 102 E,S8p,PAIRED,PCR,METAGENOMIC,human metagenome,ILLUMINA,2019-08-14T00:00:00Z,seven site bacteria,SRP218271,
SRR9963626,AMPLICON,602,47108908,PRJNA559967,SAMN12565100,Metagenome or environmental,27826386,CHINESE HUMAN GENOME CENTER AT SHANGHAI,2018-03,public,"sra,fastq","ncbi,gs,s3","ncbi.public,s3.us-east-1,gs.US",SRX6711095,China,Asia,China:Kunming,Homo sapiens,Illumina MiSeq,25 N 102 E,S8m,PAIRED,PCR,METAGENOMIC,human metagenome,ILLUMINA,2019-08-14T00:00:00Z,seven site bacteria,SRP218271,
SRR9963627,AMPLICON,602,27226654,PRJNA559967,SAMN12565100,Metagenome or environmental,15164255,CHINESE HUMAN GENOME CENTER AT SHANGHAI,2018-03,public,"sra,fastq","s3,gs,ncbi","ncbi.public,gs.US,s3.us-east-1",SRX6711094,China,Asia,China:Kunming,Homo sapiens,Illumina MiSeq,25 N 102 E,S8k,PAIRED,PCR,METAGENOMIC,human metagenome,ILLUMINA,2019-08-14T00:00:00Z,seven site bacteria,SRP218271,
SRR9963628,AMPLICON,602,36302406,PRJNA559967,SAMN12565100,Metagenome or environmental,20715137,CHINESE HUMAN GENOME CENTER AT SHANGHAI,2018-03,public,"sra,fastq","s3,gs,ncbi","s3.us-east-1,ncbi.public,gs.US",SRX6711093,China,Asia,China:Kunming,Homo sapiens,Illumina MiSeq,25 N 102 E,S8g,PAIRED,PCR,METAGENOMIC,human metagenome,ILLUMINA,2019-08-14T00:00:00Z,seven site bacteria,SRP218271,
SRR9963629,AMPLICON,602,23857862,PRJNA559967,SAMN12565100,Metagenome or environmental,13298148,CHINESE HUMAN GENOME CENTER AT SHANGHAI,2018-03,public,"sra,fastq","s3,gs,ncbi","ncbi.public,s3.us-east-1,gs.US",SRX6711092,China,Asia,China:Kunming,Homo sapiens,Illumina MiSeq,25 N 102 E,S8b,PAIRED,PCR,METAGENOMIC,human metagenome,ILLUMINA,2019-08-14T00:00:00Z,seven site bacteria,SRP218271,
SRR9963630,AMPLICON,602,24186554,PRJNA559967,SAMN12565100,Metagenome or environmental,13878425,CHINESE HUMAN GENOME CENTER AT SHANGHAI,2018-03,public,"fastq,sra","ncbi,gs,s3","ncbi.public,gs.US,s3.us-east-1",SRX6711091,China,Asia,China:Kunming,Homo sapiens,Illumina MiSeq,25 N 102 E,P9y,PAIRED,PCR,METAGENOMIC,human metagenome,ILLUMINA,2019-08-14T00:00:00Z,seven site bacteria,SRP218271,
SRR9963631,AMPLICON,602,18509092,PRJNA559967,SAMN12565100,Metagenome or environmental,9978293,CHINESE HUMAN GENOME CENTER AT SHANGHAI,2018-03,public,"sra,fastq","ncbi,s3,gs","s3.us-east-1,ncbi.public,gs.US",SRX6711090,China,Asia,China:Kunming,Homo sapiens,Illumina MiSeq,25 N 102 E,P9s,PAIRED,PCR,METAGENOMIC,human metagenome,ILLUMINA,2019-08-14T00:00:00Z,seven site bacteria,SRP218271,
SRR9963632,AMPLICON,602,30899456,PRJNA559967,SAMN12565100,Metagenome or environmental,17296710,CHINESE HUMAN GENOME CENTER AT SHANGHAI,2018-03,public,"fastq,sra","ncbi,s3,gs","ncbi.public,s3.us-east-1,gs.US",SRX6711089,China,Asia,China:Kunming,Homo sapiens,Illumina MiSeq,25 N 102 E,P10b,PAIRED,PCR,METAGENOMIC,human metagenome,ILLUMINA,2019-08-14T00:00:00Z,seven site bacteria,SRP218271,
SRR9963633,AMPLICON,602,33936546,PRJNA559967,SAMN12565100,Metagenome or environmental,18339997,CHINESE HUMAN GENOME CENTER AT SHANGHAI,2018-03,public,"sra,fastq","gs,ncbi,s3","ncbi.public,s3.us-east-1,gs.US",SRX6711088,China,Asia,China:Kunming,Homo sapiens,Illumina MiSeq,25 N 102 E,S8y,PAIRED,PCR,METAGENOMIC,human metagenome,ILLUMINA,2019-08-14T00:00:00Z,seven site bacteria,SRP218271,
SRR9963634,AMPLICON,600,37620000,PRJNA559967,SAMN12565100,Metagenome or environmental,24533805,CHINESE HUMAN GENOME CENTER AT SHANGHAI,2018-03,public,"sra,fastq","ncbi,s3,gs","gs.US,s3.us-east-1,ncbi.public",SRX6711087,China,Asia,China:Kunming,Homo sapiens,Illumina MiSeq,25 N 102 E,P19k,PAIRED,PCR,METAGENOMIC,human metagenome,ILLUMINA,2019-08-14T00:00:00Z,seven site bacteria,SRP218271,1
SRR9963635,AMPLICON,602,34616204,PRJNA559967,SAMN12565100,Metagenome or environmental,18229759,CHINESE HUMAN GENOME CENTER AT SHANGHAI,2018-03,public,"fastq,sra","ncbi,gs,s3","ncbi.public,gs.US,s3.us-east-1",SRX6711086,China,Asia,China:Kunming,Homo sapiens,Illumina MiSeq,25 N 102 E,S1p,PAIRED,PCR,METAGENOMIC,human metagenome,ILLUMINA,2019-08-14T00:00:00Z,seven site bacteria,SRP218271,
SRR9963636,AMPLICON,602,32931206,PRJNA559967,SAMN12565100,Metagenome or environmental,18487715,CHINESE HUMAN GENOME CENTER AT SHANGHAI,2018-03,public,"sra,fastq","gs,ncbi,s3","s3.us-east-1,ncbi.public,gs.US",SRX6711085,China,Asia,China:Kunming,Homo sapiens,Illumina MiSeq,25 N 102 E,S1m,PAIRED,PCR,METAGENOMIC,human metagenome,ILLUMINA,2019-08-14T00:00:00Z,seven site bacteria,SRP218271,
SRR9963637,AMPLICON,602,30557520,PRJNA559967,SAMN12565100,Metagenome or environmental,16057844,CHINESE HUMAN GENOME CENTER AT SHANGHAI,2018-03,public,"sra,fastq","gs,ncbi,s3","s3.us-east-1,ncbi.public,gs.US",SRX6711084,China,Asia,China:Kunming,Homo sapiens,Illumina MiSeq,25 N 102 E,S1y,PAIRED,PCR,METAGENOMIC,human metagenome,ILLUMINA,2019-08-14T00:00:00Z,seven site bacteria,SRP218271,
SRR9963638,AMPLICON,602,20638968,PRJNA559967,SAMN12565100,Metagenome or environmental,10886014,CHINESE HUMAN GENOME CENTER AT SHANGHAI,2018-03,public,"sra,fastq","ncbi,gs,s3","ncbi.public,s3.us-east-1,gs.US",SRX6711083,China,Asia,China:Kunming,Homo sapiens,Illumina MiSeq,25 N 102 E,S1s,PAIRED,PCR,METAGENOMIC,human metagenome,ILLUMINA,2019-08-14T00:00:00Z,seven site bacteria,SRP218271,
