Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,BioSampleModel,Bytes,Center Name,collection_date,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,Experiment,geo_loc_name_country,geo_loc_name_country_continent,geo_loc_name,Host,Instrument,isolation_source,lat_lon,Library Name,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,replicate,Sample Name,Source_material_ID,SRA Study
SRR10299288,AMPLICON,500,1726000,PRJNA577959,SAMN13043056,Metagenome or environmental,1064585,MICHIGAN STATE UNIVERSITY,missing,public,"sra,fastq","ncbi,s3,gs","s3.us-east-1,gs.US,ncbi.public",SRX7012049,USA,North America,USA: Michigan,Homo sapiens,Illumina MiSeq,placental sample,missing,62P1A_GDM_Placental_microbiome,PAIRED,PCR,METAGENOMIC,human metagenome,ILLUMINA,2019-10-17T00:00:00Z,62P1A-R-biological replicate 4,62P1A,placental sample,SRP226041
SRR10299289,AMPLICON,500,782000,PRJNA577959,SAMN13043055,Metagenome or environmental,519055,MICHIGAN STATE UNIVERSITY,missing,public,"sra,fastq","gs,s3,ncbi","gs.US,ncbi.public,s3.us-east-1",SRX7012048,USA,North America,USA: Michigan,Homo sapiens,Illumina MiSeq,placental sample,missing,61P2B_GDM_Placental_microbiome,PAIRED,PCR,METAGENOMIC,human metagenome,ILLUMINA,2019-10-17T00:00:00Z,61P2B-R-biological replicate 7,61P2B,placental sample,SRP226041
SRR10299290,AMPLICON,500,1167500,PRJNA577959,SAMN13043054,Metagenome or environmental,738725,MICHIGAN STATE UNIVERSITY,missing,public,"sra,fastq","ncbi,gs,s3","s3.us-east-1,ncbi.public,gs.US",SRX7012047,USA,North America,USA: Michigan,Homo sapiens,Illumina MiSeq,placental sample,missing,61P2A_GDM_Placental_microbiome,PAIRED,PCR,METAGENOMIC,human metagenome,ILLUMINA,2019-10-17T00:00:00Z,61P2A-R-biological replicate 6,61P2A,placental sample,SRP226041
SRR10299291,AMPLICON,500,420500,PRJNA577959,SAMN13043053,Metagenome or environmental,316955,MICHIGAN STATE UNIVERSITY,missing,public,"sra,fastq","gs,s3,ncbi","gs.US,ncbi.public,s3.us-east-1",SRX7012046,USA,North America,USA: Michigan,Homo sapiens,Illumina MiSeq,placental sample,missing,61P1B_GDM_Placental_microbiome,PAIRED,PCR,METAGENOMIC,human metagenome,ILLUMINA,2019-10-17T00:00:00Z,61P1B-R-biological replicate 5,61P1B,placental sample,SRP226041
SRR10299292,AMPLICON,500,631000,PRJNA577959,SAMN13043052,Metagenome or environmental,437252,MICHIGAN STATE UNIVERSITY,missing,public,"fastq,sra","gs,ncbi,s3","ncbi.public,s3.us-east-1,gs.US",SRX7012045,USA,North America,USA: Michigan,Homo sapiens,Illumina MiSeq,placental sample,missing,61P1A_GDM_Placental_microbiome,PAIRED,PCR,METAGENOMIC,human metagenome,ILLUMINA,2019-10-19T00:00:00Z,61P1A-R-biological replicate 4,61P1A,placental sample,SRP226041
SRR10299293,AMPLICON,500,1783000,PRJNA577959,SAMN13043051,Metagenome or environmental,1105100,MICHIGAN STATE UNIVERSITY,missing,public,"fastq,sra","s3,gs,ncbi","s3.us-east-1,ncbi.public,gs.US",SRX7012044,USA,North America,USA: Michigan,Homo sapiens,Illumina MiSeq,placental sample,missing,60P2B_GDM_Placental_microbiome,PAIRED,PCR,METAGENOMIC,human metagenome,ILLUMINA,2019-10-17T00:00:00Z,60P2B-R-biological replicate 7,60P2B,placental sample,SRP226041
SRR10299294,AMPLICON,500,845000,PRJNA577959,SAMN13043050,Metagenome or environmental,568152,MICHIGAN STATE UNIVERSITY,missing,public,"sra,fastq","ncbi,s3,gs","ncbi.public,gs.US,s3.us-east-1",SRX7012043,USA,North America,USA: Michigan,Homo sapiens,Illumina MiSeq,placental sample,missing,60P2A_GDM_Placental_microbiome,PAIRED,PCR,METAGENOMIC,human metagenome,ILLUMINA,2019-10-17T00:00:00Z,60P2A-R-biological replicate 6,60P2A,placental sample,SRP226041
SRR10299295,AMPLICON,502,84721536,PRJNA577959,SAMN13042762,Metagenome or environmental,54057208,MICHIGAN STATE UNIVERSITY,missing,public,"sra,fastq","s3,ncbi,gs","gs.US,ncbi.public,s3.us-east-1",SRX7012042,USA,North America,USA: Michigan,Homo sapiens,Illumina MiSeq,vagina-rectal swabs,missing,35VRS_GDM_Placental_microbiome,PAIRED,PCR,METAGENOMIC,human metagenome,ILLUMINA,2019-10-17T00:00:00Z,35VRS-biological replicate 1,35VRS,vagina-rectal swabs,SRP226041
SRR10299296,AMPLICON,500,1035500,PRJNA577959,SAMN13043049,Metagenome or environmental,662627,MICHIGAN STATE UNIVERSITY,missing,public,"sra,fastq","gs,s3,ncbi","ncbi.public,gs.US,s3.us-east-1",SRX7012041,USA,North America,USA: Michigan,Homo sapiens,Illumina MiSeq,placental sample,missing,60P1B_GDM_Placental_microbiome,PAIRED,PCR,METAGENOMIC,human metagenome,ILLUMINA,2019-10-17T00:00:00Z,60P1B-R-biological replicate 5,60P1B,placental sample,SRP226041
SRR10299297,AMPLICON,500,389500,PRJNA577959,SAMN13043048,Metagenome or environmental,299816,MICHIGAN STATE UNIVERSITY,missing,public,"sra,fastq","gs,ncbi,s3","gs.US,s3.us-east-1,ncbi.public",SRX7012040,USA,North America,USA: Michigan,Homo sapiens,Illumina MiSeq,placental sample,missing,60P1A_GDM_Placental_microbiome,PAIRED,PCR,METAGENOMIC,human metagenome,ILLUMINA,2019-10-17T00:00:00Z,60P1A-R-biological replicate 4,60P1A,placental sample,SRP226041
SRR10299298,AMPLICON,500,656000,PRJNA577959,SAMN13043047,Metagenome or environmental,450559,MICHIGAN STATE UNIVERSITY,missing,public,"fastq,sra","gs,s3,ncbi","gs.US,s3.us-east-1,ncbi.public",SRX7012039,USA,North America,USA: Michigan,Homo sapiens,Illumina MiSeq,placental sample,missing,59P2B_GDM_Placental_microbiome,PAIRED,PCR,METAGENOMIC,human metagenome,ILLUMINA,2019-10-17T00:00:00Z,59P2B-R-biological replicate 7,59P2B,placental sample,SRP226041
SRR10299299,AMPLICON,500,147000,PRJNA577959,SAMN13043046,Metagenome or environmental,162612,MICHIGAN STATE UNIVERSITY,missing,public,"fastq,sra","gs,s3,ncbi","s3.us-east-1,ncbi.public,gs.US",SRX7012038,USA,North America,USA: Michigan,Homo sapiens,Illumina MiSeq,placental sample,missing,59P2A_GDM_Placental_microbiome,PAIRED,PCR,METAGENOMIC,human metagenome,ILLUMINA,2019-10-17T00:00:00Z,59P2A-R-biological replicate 6,59P2A,placental sample,SRP226041
SRR10299300,AMPLICON,500,853500,PRJNA577959,SAMN13043045,Metagenome or environmental,564995,MICHIGAN STATE UNIVERSITY,missing,public,"sra,fastq","gs,ncbi,s3","s3.us-east-1,ncbi.public,gs.US",SRX7012037,USA,North America,USA: Michigan,Homo sapiens,Illumina MiSeq,placental sample,missing,59P1B_GDM_Placental_microbiome,PAIRED,PCR,METAGENOMIC,human metagenome,ILLUMINA,2019-10-17T00:00:00Z,59P1B-R-biological replicate 5,59P1B,placental sample,SRP226041
SRR10299301,AMPLICON,500,167500,PRJNA577959,SAMN13043044,Metagenome or environmental,174420,MICHIGAN STATE UNIVERSITY,missing,public,"sra,fastq","gs,s3,ncbi","s3.us-east-1,ncbi.public,gs.US",SRX7012036,USA,North America,USA: Michigan,Homo sapiens,Illumina MiSeq,placental sample,missing,59P1A_GDM_Placental_microbiome,PAIRED,PCR,METAGENOMIC,human metagenome,ILLUMINA,2019-10-17T00:00:00Z,59P1A-R-biological replicate 4,59P1A,placental sample,SRP226041
SRR10299302,AMPLICON,500,781500,PRJNA577959,SAMN13043043,Metagenome or environmental,539050,MICHIGAN STATE UNIVERSITY,missing,public,"sra,fastq","gs,ncbi,s3","gs.US,s3.us-east-1,ncbi.public",SRX7012035,USA,North America,USA: Michigan,Homo sapiens,Illumina MiSeq,placental sample,missing,56P2B_GDM_Placental_microbiome,PAIRED,PCR,METAGENOMIC,human metagenome,ILLUMINA,2019-10-17T00:00:00Z,56P2B-R-biological replicate 7,56P2B,placental sample,SRP226041
SRR10299303,AMPLICON,500,182500,PRJNA577959,SAMN13043042,Metagenome or environmental,187356,MICHIGAN STATE UNIVERSITY,missing,public,"sra,fastq","s3,ncbi,gs","ncbi.public,s3.us-east-1,gs.US",SRX7012034,USA,North America,USA: Michigan,Homo sapiens,Illumina MiSeq,placental sample,missing,56P2A_GDM_Placental_microbiome,PAIRED,PCR,METAGENOMIC,human metagenome,ILLUMINA,2019-10-17T00:00:00Z,56P2A-R-biological replicate 6,56P2A,placental sample,SRP226041
SRR10299304,AMPLICON,500,3222500,PRJNA577959,SAMN13043041,Metagenome or environmental,1921356,MICHIGAN STATE UNIVERSITY,missing,public,"sra,fastq","s3,gs,ncbi","ncbi.public,gs.US,s3.us-east-1",SRX7012033,USA,North America,USA: Michigan,Homo sapiens,Illumina MiSeq,placental sample,missing,56P1B_GDM_Placental_microbiome,PAIRED,PCR,METAGENOMIC,human metagenome,ILLUMINA,2019-10-17T00:00:00Z,56P1B-R-biological replicate 5,56P1B,placental sample,SRP226041
SRR10299305,AMPLICON,500,806500,PRJNA577959,SAMN13043040,Metagenome or environmental,542679,MICHIGAN STATE UNIVERSITY,missing,public,"fastq,sra","ncbi,gs,s3","gs.US,s3.us-east-1,ncbi.public",SRX7012032,USA,North America,USA: Michigan,Homo sapiens,Illumina MiSeq,placental sample,missing,56P1A_GDM_Placental_microbiome,PAIRED,PCR,METAGENOMIC,human metagenome,ILLUMINA,2019-10-17T00:00:00Z,56P1A-R-biological replicate 4,56P1A,placental sample,SRP226041
SRR10299306,AMPLICON,502,51697968,PRJNA577959,SAMN13042761,Metagenome or environmental,34303763,MICHIGAN STATE UNIVERSITY,missing,public,"sra,fastq","gs,ncbi,s3","ncbi.public,gs.US,s3.us-east-1",SRX7012031,USA,North America,USA: Michigan,Homo sapiens,Illumina MiSeq,placental sample,missing,35Plac2_GDM_Placental_microbiome,PAIRED,PCR,METAGENOMIC,human metagenome,ILLUMINA,2019-10-19T00:00:00Z,35PLAC-biological replicate 2,35Plac2,placental sample,SRP226041
SRR10299307,AMPLICON,500,6360000,PRJNA577959,SAMN13043039,Metagenome or environmental,3645088,MICHIGAN STATE UNIVERSITY,missing,public,"sra,fastq","ncbi,gs,s3","s3.us-east-1,gs.US,ncbi.public",SRX7012030,USA,North America,USA: Michigan,Homo sapiens,Illumina MiSeq,placental sample,missing,50P2B_GDM_Placental_microbiome,PAIRED,PCR,METAGENOMIC,human metagenome,ILLUMINA,2019-10-17T00:00:00Z,50P2B-R-biological replicate 7,50P2B,placental sample,SRP226041
SRR10299308,AMPLICON,500,1321500,PRJNA577959,SAMN13043038,Metagenome or environmental,826466,MICHIGAN STATE UNIVERSITY,missing,public,"sra,fastq","gs,s3,ncbi","gs.US,s3.us-east-1,ncbi.public",SRX7012029,USA,North America,USA: Michigan,Homo sapiens,Illumina MiSeq,placental sample,missing,50P2A_GDM_Placental_microbiome,PAIRED,PCR,METAGENOMIC,human metagenome,ILLUMINA,2019-10-17T00:00:00Z,50P2A-R-biological replicate 6,50P2A,placental sample,SRP226041
SRR10299309,AMPLICON,500,2361500,PRJNA577959,SAMN13043037,Metagenome or environmental,1412736,MICHIGAN STATE UNIVERSITY,missing,public,"fastq,sra","ncbi,s3,gs","gs.US,ncbi.public,s3.us-east-1",SRX7012028,USA,North America,USA: Michigan,Homo sapiens,Illumina MiSeq,placental sample,missing,50P1B_GDM_Placental_microbiome,PAIRED,PCR,METAGENOMIC,human metagenome,ILLUMINA,2019-10-17T00:00:00Z,50P1B-R-biological replicate 5,50P1B,placental sample,SRP226041
SRR10299310,AMPLICON,500,444500,PRJNA577959,SAMN13043036,Metagenome or environmental,331603,MICHIGAN STATE UNIVERSITY,missing,public,"sra,fastq","gs,ncbi,s3","ncbi.public,gs.US,s3.us-east-1",SRX7012027,USA,North America,USA: Michigan,Homo sapiens,Illumina MiSeq,placental sample,missing,50P1A_GDM_Placental_microbiome,PAIRED,PCR,METAGENOMIC,human metagenome,ILLUMINA,2019-10-17T00:00:00Z,50P1A-R-biological replicate 4,50P1A,placental sample,SRP226041
SRR10299311,AMPLICON,500,2527500,PRJNA577959,SAMN13043035,Metagenome or environmental,1811091,MICHIGAN STATE UNIVERSITY,missing,public,"sra,fastq","s3,gs,ncbi","s3.us-east-1,gs.US,ncbi.public",SRX7012026,USA,North America,USA: Michigan,Homo sapiens,Illumina MiSeq,placental sample,missing,49P2B_GDM_Placental_microbiome,PAIRED,PCR,METAGENOMIC,human metagenome,ILLUMINA,2019-10-17T00:00:00Z,49P2B-R-biological replicate 7,49P2B,placental sample,SRP226041
SRR10299312,AMPLICON,500,3245000,PRJNA577959,SAMN13043034,Metagenome or environmental,2300443,MICHIGAN STATE UNIVERSITY,missing,public,"sra,fastq","ncbi,gs,s3","s3.us-east-1,gs.US,ncbi.public",SRX7012025,USA,North America,USA: Michigan,Homo sapiens,Illumina MiSeq,placental sample,missing,49P2A_GDM_Placental_microbiome,PAIRED,PCR,METAGENOMIC,human metagenome,ILLUMINA,2019-10-17T00:00:00Z,49P2A-R-biological replicate 6,49P2A,placental sample,SRP226041
SRR10299313,AMPLICON,500,1442000,PRJNA577959,SAMN13043033,Metagenome or environmental,1057281,MICHIGAN STATE UNIVERSITY,missing,public,"fastq,sra","s3,ncbi,gs","ncbi.public,gs.US,s3.us-east-1",SRX7012024,USA,North America,USA: Michigan,Homo sapiens,Illumina MiSeq,placental sample,missing,49P1B_GDM_Placental_microbiome,PAIRED,PCR,METAGENOMIC,human metagenome,ILLUMINA,2019-10-17T00:00:00Z,49P1B-R-biological replicate 5,49P1B,placental sample,SRP226041
SRR10299314,AMPLICON,500,2295000,PRJNA577959,SAMN13043032,Metagenome or environmental,1628408,MICHIGAN STATE UNIVERSITY,missing,public,"sra,fastq","s3,ncbi,gs","s3.us-east-1,ncbi.public,gs.US",SRX7012023,USA,North America,USA: Michigan,Homo sapiens,Illumina MiSeq,placental sample,missing,49P1A_GDM_Placental_microbiome,PAIRED,PCR,METAGENOMIC,human metagenome,ILLUMINA,2019-10-17T00:00:00Z,49P1A-R-biological replicate 4,49P1A,placental sample,SRP226041
SRR10299315,AMPLICON,500,1830000,PRJNA577959,SAMN13043031,Metagenome or environmental,1116466,MICHIGAN STATE UNIVERSITY,missing,public,"fastq,sra","s3,ncbi,gs","ncbi.public,s3.us-east-1,gs.US",SRX7012022,USA,North America,USA: Michigan,Homo sapiens,Illumina MiSeq,placental sample,missing,47P2B_GDM_Placental_microbiome,PAIRED,PCR,METAGENOMIC,human metagenome,ILLUMINA,2019-10-17T00:00:00Z,47P2B-R-biological replicate 7,47P2B,placental sample,SRP226041
SRR10299316,AMPLICON,500,2299000,PRJNA577959,SAMN13043030,Metagenome or environmental,1374459,MICHIGAN STATE UNIVERSITY,missing,public,"fastq,sra","s3,gs,ncbi","gs.US,s3.us-east-1,ncbi.public",SRX7012021,USA,North America,USA: Michigan,Homo sapiens,Illumina MiSeq,placental sample,missing,47P2A_GDM_Placental_microbiome,PAIRED,PCR,METAGENOMIC,human metagenome,ILLUMINA,2019-10-17T00:00:00Z,47P2A-R-biological replicate 6,47P2A,placental sample,SRP226041
SRR10299317,AMPLICON,502,52362114,PRJNA577959,SAMN13042760,Metagenome or environmental,34118357,MICHIGAN STATE UNIVERSITY,missing,public,"fastq,sra","s3,ncbi,gs","s3.us-east-1,ncbi.public,gs.US",SRX7012020,USA,North America,USA: Michigan,Homo sapiens,Illumina MiSeq,placental sample,missing,35Plac1_GDM_Placental_microbiome,PAIRED,PCR,METAGENOMIC,human metagenome,ILLUMINA,2019-10-17T00:00:00Z,35PLAC-biological replicate 1,35Plac1,placental sample,SRP226041
SRR10299318,AMPLICON,502,14196560,PRJNA577959,SAMN13042733,Metagenome or environmental,9367222,MICHIGAN STATE UNIVERSITY,missing,public,"sra,fastq","s3,gs,ncbi","s3.us-east-1,ncbi.public,gs.US",SRX7012019,USA,North America,USA: Michigan,Homo sapiens,Illumina MiSeq,placental sample,missing,23Plac2_GDM_Placental_microbiome,PAIRED,PCR,METAGENOMIC,human metagenome,ILLUMINA,2019-10-17T00:00:00Z,23PLAC-biological replicate 2,23Plac2,placental sample,SRP226041
SRR10299319,AMPLICON,500,3681000,PRJNA577959,SAMN13043029,Metagenome or environmental,2168902,MICHIGAN STATE UNIVERSITY,missing,public,"fastq,sra","s3,gs,ncbi","s3.us-east-1,gs.US,ncbi.public",SRX7012018,USA,North America,USA: Michigan,Homo sapiens,Illumina MiSeq,placental sample,missing,47P1B_GDM_Placental_microbiome,PAIRED,PCR,METAGENOMIC,human metagenome,ILLUMINA,2019-10-17T00:00:00Z,47P1B-R-biological replicate 5,47P1B,placental sample,SRP226041
SRR10299320,AMPLICON,500,3732000,PRJNA577959,SAMN13043028,Metagenome or environmental,2172269,MICHIGAN STATE UNIVERSITY,missing,public,"sra,fastq","gs,s3,ncbi","gs.US,ncbi.public,s3.us-east-1",SRX7012017,USA,North America,USA: Michigan,Homo sapiens,Illumina MiSeq,placental sample,missing,47P1A_GDM_Placental_microbiome,PAIRED,PCR,METAGENOMIC,human metagenome,ILLUMINA,2019-10-17T00:00:00Z,47P1A-R-biological replicate 4,47P1A,placental sample,SRP226041
SRR10299321,AMPLICON,500,765500,PRJNA577959,SAMN13043027,Metagenome or environmental,518265,MICHIGAN STATE UNIVERSITY,missing,public,"fastq,sra","s3,gs,ncbi","s3.us-east-1,ncbi.public,gs.US",SRX7012016,USA,North America,USA: Michigan,Homo sapiens,Illumina MiSeq,placental sample,missing,37P2B_GDM_Placental_microbiome,PAIRED,PCR,METAGENOMIC,human metagenome,ILLUMINA,2019-10-17T00:00:00Z,37P2B-R-biological replicate 7,37P2B,placental sample,SRP226041
SRR10299322,AMPLICON,500,704500,PRJNA577959,SAMN13043026,Metagenome or environmental,480055,MICHIGAN STATE UNIVERSITY,missing,public,"fastq,sra","gs,s3,ncbi","s3.us-east-1,ncbi.public,gs.US",SRX7012015,USA,North America,USA: Michigan,Homo sapiens,Illumina MiSeq,placental sample,missing,37P2A_GDM_Placental_microbiome,PAIRED,PCR,METAGENOMIC,human metagenome,ILLUMINA,2019-10-17T00:00:00Z,37P2A-R-biological replicate 6,37P2A,placental sample,SRP226041
SRR10299323,AMPLICON,500,2909000,PRJNA577959,SAMN13043025,Metagenome or environmental,1754909,MICHIGAN STATE UNIVERSITY,missing,public,"sra,fastq","ncbi,gs,s3","s3.us-east-1,gs.US,ncbi.public",SRX7012014,USA,North America,USA: Michigan,Homo sapiens,Illumina MiSeq,placental sample,missing,37P1B_GDM_Placental_microbiome,PAIRED,PCR,METAGENOMIC,human metagenome,ILLUMINA,2019-10-17T00:00:00Z,37P1B-R-biological replicate 5,37P1B,placental sample,SRP226041
SRR10299324,AMPLICON,500,1547000,PRJNA577959,SAMN13043024,Metagenome or environmental,961430,MICHIGAN STATE UNIVERSITY,missing,public,"fastq,sra","ncbi,s3,gs","s3.us-east-1,gs.US,ncbi.public",SRX7012013,USA,North America,USA: Michigan,Homo sapiens,Illumina MiSeq,placental sample,missing,37P1A_GDM_Placental_microbiome,PAIRED,PCR,METAGENOMIC,human metagenome,ILLUMINA,2019-10-17T00:00:00Z,37P1A-R-biological replicate 4,37P1A,placental sample,SRP226041
SRR10299325,AMPLICON,500,2932000,PRJNA577959,SAMN13043023,Metagenome or environmental,1751309,MICHIGAN STATE UNIVERSITY,missing,public,"fastq,sra","ncbi,s3,gs","ncbi.public,s3.us-east-1,gs.US",SRX7012012,USA,North America,USA: Michigan,Homo sapiens,Illumina MiSeq,placental sample,missing,36P2B_GDM_Placental_microbiome,PAIRED,PCR,METAGENOMIC,human metagenome,ILLUMINA,2019-10-17T00:00:00Z,36P2B-R-biological replicate 7,36P2B,placental sample,SRP226041
SRR10299326,AMPLICON,500,4020000,PRJNA577959,SAMN13043022,Metagenome or environmental,2338805,MICHIGAN STATE UNIVERSITY,missing,public,"sra,fastq","ncbi,s3,gs","gs.US,ncbi.public,s3.us-east-1",SRX7012011,USA,North America,USA: Michigan,Homo sapiens,Illumina MiSeq,placental sample,missing,36P2A_GDM_Placental_microbiome,PAIRED,PCR,METAGENOMIC,human metagenome,ILLUMINA,2019-10-17T00:00:00Z,36P2A-R-biological replicate 6,36P2A,placental sample,SRP226041
SRR10299327,AMPLICON,500,680500,PRJNA577959,SAMN13043021,Metagenome or environmental,463648,MICHIGAN STATE UNIVERSITY,missing,public,"sra,fastq","s3,gs,ncbi","ncbi.public,gs.US,s3.us-east-1",SRX7012010,USA,North America,USA: Michigan,Homo sapiens,Illumina MiSeq,placental sample,missing,36P1B_GDM_Placental_microbiome,PAIRED,PCR,METAGENOMIC,human metagenome,ILLUMINA,2019-10-17T00:00:00Z,36P1B-R-biological replicate 5,36P1B,placental sample,SRP226041
SRR10299328,AMPLICON,500,945500,PRJNA577959,SAMN13043020,Metagenome or environmental,611098,MICHIGAN STATE UNIVERSITY,missing,public,"fastq,sra","gs,ncbi,s3","ncbi.public,s3.us-east-1,gs.US",SRX7012009,USA,North America,USA: Michigan,Homo sapiens,Illumina MiSeq,placental sample,missing,36P1A_GDM_Placental_microbiome,PAIRED,PCR,METAGENOMIC,human metagenome,ILLUMINA,2019-10-19T00:00:00Z,36P1A-R-biological replicate 4,36P1A,placental sample,SRP226041
SRR10299329,AMPLICON,502,77257800,PRJNA577959,SAMN13042759,Metagenome or environmental,50200288,MICHIGAN STATE UNIVERSITY,missing,public,"sra,fastq","gs,ncbi,s3","ncbi.public,gs.US,s3.us-east-1",SRX7012008,USA,North America,USA: Michigan,Homo sapiens,Illumina MiSeq,maternal blood,missing,35Mat-Bld_GDM_Placental_microbiome,PAIRED,PCR,METAGENOMIC,human metagenome,ILLUMINA,2019-10-17T00:00:00Z,35MAT-biological replicate 1,35Mat-Bld,maternal blood,SRP226041
SRR10299330,AMPLICON,500,16000,PRJNA577959,SAMN13043019,Metagenome or environmental,92103,MICHIGAN STATE UNIVERSITY,missing,public,"fastq,sra","ncbi,gs,s3","gs.US,s3.us-east-1,ncbi.public",SRX7012007,USA,North America,USA: Michigan,not applicable,Illumina MiSeq,not applicable,missing,WASeqC_GDM_Placental_microbiome,PAIRED,PCR,METAGENOMIC,human metagenome,ILLUMINA,2019-10-17T00:00:00Z,WASeqC-biological replicate1,WASeqC,not applicable,SRP226041
SRR10299331,AMPLICON,500,88500,PRJNA577959,SAMN13043018,Metagenome or environmental,146794,MICHIGAN STATE UNIVERSITY,missing,public,"sra,fastq","gs,ncbi,s3","ncbi.public,s3.us-east-1,gs.US",SRX7012006,USA,North America,USA: Michigan,not applicable,Illumina MiSeq,not applicable,missing,WASeqA_GDM_Placental_microbiome,PAIRED,PCR,METAGENOMIC,human metagenome,ILLUMINA,2019-10-17T00:00:00Z,WASeqA-biological replicate1,WASeqA,not applicable,SRP226041
SRR10299332,AMPLICON,500,116500,PRJNA577959,SAMN13043017,Metagenome or environmental,165754,MICHIGAN STATE UNIVERSITY,missing,public,"sra,fastq","gs,s3,ncbi","gs.US,s3.us-east-1,ncbi.public",SRX7012005,USA,North America,USA: Michigan,not applicable,Illumina MiSeq,not applicable,missing,WAKitS175_GDM_Placental_microbiome,PAIRED,PCR,METAGENOMIC,human metagenome,ILLUMINA,2019-10-17T00:00:00Z,WAKitS175-biological replicate1,WAKitS175,not applicable,SRP226041
SRR10299333,AMPLICON,500,122500,PRJNA577959,SAMN13043016,Metagenome or environmental,174133,MICHIGAN STATE UNIVERSITY,missing,public,"fastq,sra","gs,ncbi,s3","s3.us-east-1,gs.US,ncbi.public",SRX7012004,USA,North America,USA: Michigan,not applicable,Illumina MiSeq,not applicable,missing,SamplingRoom_GDM_Placental_microbiome,PAIRED,PCR,METAGENOMIC,human metagenome,ILLUMINA,2019-10-17T00:00:00Z,BK41-biological replicate 1,SamplingRoom,not applicable,SRP226041
SRR10299334,AMPLICON,500,161000,PRJNA577959,SAMN13043015,Metagenome or environmental,203840,MICHIGAN STATE UNIVERSITY,missing,public,"fastq,sra","ncbi,gs,s3","s3.us-east-1,gs.US,ncbi.public",SRX7012003,USA,North America,USA: Michigan,not applicable,Illumina MiSeq,not applicable,missing,RTSF-cntrl4_B_GDM_Placental_microbiome,PAIRED,PCR,METAGENOMIC,human metagenome,ILLUMINA,2019-10-17T00:00:00Z,BK40-biological replicate 2,RTSF-cntrl4_B,not applicable,SRP226041
SRR10299335,AMPLICON,500,103000,PRJNA577959,SAMN13043014,Metagenome or environmental,154434,MICHIGAN STATE UNIVERSITY,missing,public,"fastq,sra","s3,ncbi,gs","gs.US,ncbi.public,s3.us-east-1",SRX7012002,USA,North America,USA: Michigan,not applicable,Illumina MiSeq,not applicable,missing,RTSF-cntrl4_A_GDM_Placental_microbiome,PAIRED,PCR,METAGENOMIC,human metagenome,ILLUMINA,2019-10-17T00:00:00Z,BK39-biological replicate 1,RTSF-cntrl4_A,not applicable,SRP226041
SRR10299336,AMPLICON,500,87000,PRJNA577959,SAMN13043013,Metagenome or environmental,147180,MICHIGAN STATE UNIVERSITY,missing,public,"fastq,sra","gs,ncbi,s3","s3.us-east-1,ncbi.public,gs.US",SRX7012001,USA,North America,USA: Michigan,not applicable,Illumina MiSeq,not applicable,missing,RTSF-cntrl3_B_GDM_Placental_microbiome,PAIRED,PCR,METAGENOMIC,human metagenome,ILLUMINA,2019-10-19T00:00:00Z,BK38-biological replicate 2,RTSF-cntrl3_B,not applicable,SRP226041
SRR10299337,AMPLICON,500,55500,PRJNA577959,SAMN13043012,Metagenome or environmental,123475,MICHIGAN STATE UNIVERSITY,missing,public,"sra,fastq","ncbi,gs,s3","gs.US,ncbi.public,s3.us-east-1",SRX7012000,USA,North America,USA: Michigan,not applicable,Illumina MiSeq,not applicable,missing,RTSF-cntrl3_A_GDM_Placental_microbiome,PAIRED,PCR,METAGENOMIC,human metagenome,ILLUMINA,2019-10-17T00:00:00Z,BK37-biological replicate 1,RTSF-cntrl3_A,not applicable,SRP226041
SRR10299338,AMPLICON,500,93000,PRJNA577959,SAMN13043011,Metagenome or environmental,148045,MICHIGAN STATE UNIVERSITY,missing,public,"sra,fastq","ncbi,gs,s3","ncbi.public,gs.US,s3.us-east-1",SRX7011999,USA,North America,USA: Michigan,not applicable,Illumina MiSeq,not applicable,missing,RTSF-cntrl2_C_GDM_Placental_microbiome,PAIRED,PCR,METAGENOMIC,human metagenome,ILLUMINA,2019-10-17T00:00:00Z,BK36-biological replicate 3,RTSF-cntrl2_C,not applicable,SRP226041
SRR10299339,AMPLICON,500,301000,PRJNA577959,SAMN13043010,Metagenome or environmental,304373,MICHIGAN STATE UNIVERSITY,missing,public,"sra,fastq","gs,s3,ncbi","gs.US,ncbi.public,s3.us-east-1",SRX7011998,USA,North America,USA: Michigan,not applicable,Illumina MiSeq,not applicable,missing,RTSF-cntrl2_B_GDM_Placental_microbiome,PAIRED,PCR,METAGENOMIC,human metagenome,ILLUMINA,2019-10-17T00:00:00Z,BK35-biological replicate 2,RTSF-cntrl2_B,not applicable,SRP226041
SRR10299340,AMPLICON,502,110496224,PRJNA577959,SAMN13042758,Metagenome or environmental,71743876,MICHIGAN STATE UNIVERSITY,missing,public,"sra,fastq","gs,s3,ncbi","s3.us-east-1,ncbi.public,gs.US",SRX7011997,USA,North America,USA: Michigan,Homo sapiens,Illumina MiSeq,cord blood,missing,35Crd-Bld_GDM_Placental_microbiome,PAIRED,PCR,METAGENOMIC,human metagenome,ILLUMINA,2019-10-17T00:00:00Z,35CRD-biological replicate 1,35Crd-Bld,cord blood,SRP226041
