Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,BioSampleModel,Bytes,Center Name,Collection_Date,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,Experiment,geo_loc_name_country,geo_loc_name_country_continent,geo_loc_name,Host,Instrument,lat_lon,Library Name,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,Sample Name,SRA Study,Identifier
SRR7946085,AMPLICON,501,36497982,PRJNA397876,SAMN10138271,Metagenome or environmental,19957684,WAYNE STATE UNIVERSITY,01-Jun-2016,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4780196,USA,North America,USA: Detroit,Homo sapiens,Illumina MiSeq,37.36666 N 80.53333 W,N20_9,PAIRED,PCR,GENOMIC,human metagenome,ILLUMINA,2019-05-01T00:00:00Z,N20_9,SRP116027,145
SRR7946086,AMPLICON,501,13465054,PRJNA397876,SAMN10138272,Metagenome or environmental,7618641,WAYNE STATE UNIVERSITY,01-Jun-2016,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4780195,USA,North America,USA: Detroit,Homo sapiens,Illumina MiSeq,37.36666 N 80.53333 W,N20_B1_1,PAIRED,PCR,GENOMIC,human metagenome,ILLUMINA,2019-05-01T00:00:00Z,N20_B1_1,SRP116027,146
SRR7946087,AMPLICON,501,32187151,PRJNA397876,SAMN10138269,Metagenome or environmental,18295342,WAYNE STATE UNIVERSITY,01-Jun-2016,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4780198,USA,North America,USA: Detroit,Homo sapiens,Illumina MiSeq,37.36666 N 80.53333 W,N20_6,PAIRED,PCR,GENOMIC,human metagenome,ILLUMINA,2019-05-01T00:00:00Z,N20_6,SRP116027,143
SRR7946088,AMPLICON,501,13709789,PRJNA397876,SAMN10138273,Metagenome or environmental,7787367,WAYNE STATE UNIVERSITY,01-Jun-2016,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4780194,USA,North America,USA: Detroit,Homo sapiens,Illumina MiSeq,37.36666 N 80.53333 W,N20_B1_2,PAIRED,PCR,GENOMIC,human metagenome,ILLUMINA,2019-05-01T00:00:00Z,N20_B1_2,SRP116027,147
SRR7946089,AMPLICON,501,2270907,PRJNA397876,SAMN10138274,Metagenome or environmental,1301299,WAYNE STATE UNIVERSITY,01-Jun-2016,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4780193,USA,North America,USA: Detroit,Homo sapiens,Illumina MiSeq,37.36666 N 80.53333 W,N20_B1_3,PAIRED,PCR,GENOMIC,human metagenome,ILLUMINA,2019-05-01T00:00:00Z,N20_B1_3,SRP116027,148
SRR7946090,AMPLICON,501,81839257,PRJNA397876,SAMN10138275,Metagenome or environmental,46018623,WAYNE STATE UNIVERSITY,01-Jun-2016,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4780192,USA,North America,USA: Detroit,Homo sapiens,Illumina MiSeq,37.36666 N 80.53333 W,N20_B1_4,PAIRED,PCR,GENOMIC,human metagenome,ILLUMINA,2019-05-01T00:00:00Z,N20_B1_4,SRP116027,149
SRR7946091,AMPLICON,501,102358241,PRJNA397876,SAMN10138276,Metagenome or environmental,61260525,WAYNE STATE UNIVERSITY,01-Jun-2016,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4780191,USA,North America,USA: Detroit,Homo sapiens,Illumina MiSeq,37.36666 N 80.53333 W,N20_B2_1,PAIRED,PCR,GENOMIC,human metagenome,ILLUMINA,2019-05-01T00:00:00Z,N20_B2_1,SRP116027,150
SRR7946092,AMPLICON,501,82284,PRJNA397876,SAMN10138214,Metagenome or environmental,139042,WAYNE STATE UNIVERSITY,01-Jun-2016,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4780189,USA,North America,USA: Detroit,Homo sapiens,Illumina MiSeq,37.36666 N 80.53333 W,40_B1_1,PAIRED,PCR,GENOMIC,human metagenome,ILLUMINA,2019-05-01T00:00:00Z,40_B1_1,SRP116027,88
SRR7946093,AMPLICON,501,23642166,PRJNA397876,SAMN10138211,Metagenome or environmental,15124806,WAYNE STATE UNIVERSITY,01-Jun-2016,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4780188,USA,North America,USA: Detroit,Homo sapiens,Illumina MiSeq,37.36666 N 80.53333 W,40_6,PAIRED,PCR,GENOMIC,human metagenome,ILLUMINA,2019-05-01T00:00:00Z,40_6,SRP116027,85
SRR7946094,AMPLICON,501,32206466,PRJNA397876,SAMN10138212,Metagenome or environmental,20912808,WAYNE STATE UNIVERSITY,01-Jun-2016,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4780187,USA,North America,USA: Detroit,Homo sapiens,Illumina MiSeq,37.36666 N 80.53333 W,40_8,PAIRED,PCR,GENOMIC,human metagenome,ILLUMINA,2019-05-01T00:00:00Z,40_8,SRP116027,86
SRR7946095,AMPLICON,501,116625512,PRJNA397876,SAMN10138213,Metagenome or environmental,75536370,WAYNE STATE UNIVERSITY,01-Jun-2016,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4780190,USA,North America,USA: Detroit,Homo sapiens,Illumina MiSeq,37.36666 N 80.53333 W,40_9,PAIRED,PCR,GENOMIC,human metagenome,ILLUMINA,2019-05-01T00:00:00Z,40_9,SRP116027,87
SRR7946096,AMPLICON,501,32871820,PRJNA397876,SAMN10138209,Metagenome or environmental,21010272,WAYNE STATE UNIVERSITY,01-Jun-2016,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4780186,USA,North America,USA: Detroit,Homo sapiens,Illumina MiSeq,37.36666 N 80.53333 W,40_4,PAIRED,PCR,GENOMIC,human metagenome,ILLUMINA,2019-05-01T00:00:00Z,40_4,SRP116027,83
SRR7946097,AMPLICON,501,67632126,PRJNA397876,SAMN10138210,Metagenome or environmental,43226824,WAYNE STATE UNIVERSITY,01-Jun-2016,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4780185,USA,North America,USA: Detroit,Homo sapiens,Illumina MiSeq,37.36666 N 80.53333 W,40_5,PAIRED,PCR,GENOMIC,human metagenome,ILLUMINA,2019-05-01T00:00:00Z,40_5,SRP116027,84
SRR7946098,AMPLICON,501,8180942,PRJNA397876,SAMN10138207,Metagenome or environmental,5333770,WAYNE STATE UNIVERSITY,01-Jun-2016,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4780184,USA,North America,USA: Detroit,Homo sapiens,Illumina MiSeq,37.36666 N 80.53333 W,40_3,PAIRED,PCR,GENOMIC,human metagenome,ILLUMINA,2019-05-01T00:00:00Z,40_3,SRP116027,81
SRR7946099,AMPLICON,501,35908830,PRJNA397876,SAMN10138208,Metagenome or environmental,23193754,WAYNE STATE UNIVERSITY,01-Jun-2016,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4780183,USA,North America,USA: Detroit,Homo sapiens,Illumina MiSeq,37.36666 N 80.53333 W,40_30,PAIRED,PCR,GENOMIC,human metagenome,ILLUMINA,2019-05-01T00:00:00Z,40_30,SRP116027,82
SRR7946100,AMPLICON,501,228244,PRJNA397876,SAMN10138216,Metagenome or environmental,243595,WAYNE STATE UNIVERSITY,01-Jun-2016,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4780181,USA,North America,USA: Detroit,Homo sapiens,Illumina MiSeq,37.36666 N 80.53333 W,40_B1_3,PAIRED,PCR,GENOMIC,human metagenome,ILLUMINA,2019-05-01T00:00:00Z,40_B1_3,SRP116027,90
SRR7946101,AMPLICON,501,35281409,PRJNA397876,SAMN10138206,Metagenome or environmental,22473434,WAYNE STATE UNIVERSITY,01-Jun-2016,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4780180,USA,North America,USA: Detroit,Homo sapiens,Illumina MiSeq,37.36666 N 80.53333 W,40_29,PAIRED,PCR,GENOMIC,human metagenome,ILLUMINA,2019-05-01T00:00:00Z,40_29,SRP116027,80
SRR7946102,AMPLICON,501,66076422,PRJNA397876,SAMN10138205,Metagenome or environmental,42553417,WAYNE STATE UNIVERSITY,01-Jun-2016,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4780179,USA,North America,USA: Detroit,Homo sapiens,Illumina MiSeq,37.36666 N 80.53333 W,40_28,PAIRED,PCR,GENOMIC,human metagenome,ILLUMINA,2019-05-01T00:00:00Z,40_28,SRP116027,79
SRR7946103,AMPLICON,501,195162,PRJNA397876,SAMN10138215,Metagenome or environmental,219199,WAYNE STATE UNIVERSITY,01-Jun-2016,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4780182,USA,North America,USA: Detroit,Homo sapiens,Illumina MiSeq,37.36666 N 80.53333 W,40_B1_2,PAIRED,PCR,GENOMIC,human metagenome,ILLUMINA,2019-05-01T00:00:00Z,40_B1_2,SRP116027,89
SRR7946104,AMPLICON,501,19048919,PRJNA397876,SAMN10138200,Metagenome or environmental,12135762,WAYNE STATE UNIVERSITY,01-Jun-2016,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4780178,USA,North America,USA: Detroit,Homo sapiens,Illumina MiSeq,37.36666 N 80.53333 W,40_23,PAIRED,PCR,GENOMIC,human metagenome,ILLUMINA,2019-05-01T00:00:00Z,40_23,SRP116027,74
SRR7946105,AMPLICON,501,24941949,PRJNA397876,SAMN10138199,Metagenome or environmental,15913582,WAYNE STATE UNIVERSITY,01-Jun-2016,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4780177,USA,North America,USA: Detroit,Homo sapiens,Illumina MiSeq,37.36666 N 80.53333 W,40_22,PAIRED,PCR,GENOMIC,human metagenome,ILLUMINA,2019-05-01T00:00:00Z,40_22,SRP116027,73
SRR7946106,AMPLICON,501,25184255,PRJNA397876,SAMN10138198,Metagenome or environmental,15930724,WAYNE STATE UNIVERSITY,01-Jun-2016,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4780176,USA,North America,USA: Detroit,Homo sapiens,Illumina MiSeq,37.36666 N 80.53333 W,40_21,PAIRED,PCR,GENOMIC,human metagenome,ILLUMINA,2019-05-01T00:00:00Z,40_21,SRP116027,72
SRR7946107,AMPLICON,501,20720866,PRJNA397876,SAMN10138197,Metagenome or environmental,13275017,WAYNE STATE UNIVERSITY,01-Jun-2016,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4780175,USA,North America,USA: Detroit,Homo sapiens,Illumina MiSeq,37.36666 N 80.53333 W,40_20,PAIRED,PCR,GENOMIC,human metagenome,ILLUMINA,2019-05-01T00:00:00Z,40_20,SRP116027,71
SRR7946108,AMPLICON,501,51830678,PRJNA397876,SAMN10138203,Metagenome or environmental,33908687,WAYNE STATE UNIVERSITY,01-Jun-2016,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4780173,USA,North America,USA: Detroit,Homo sapiens,Illumina MiSeq,37.36666 N 80.53333 W,40_26,PAIRED,PCR,GENOMIC,human metagenome,ILLUMINA,2019-05-01T00:00:00Z,40_26,SRP116027,77
SRR7946109,AMPLICON,501,32420476,PRJNA397876,SAMN10138202,Metagenome or environmental,20935701,WAYNE STATE UNIVERSITY,01-Jun-2016,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4780172,USA,North America,USA: Detroit,Homo sapiens,Illumina MiSeq,37.36666 N 80.53333 W,40_25,PAIRED,PCR,GENOMIC,human metagenome,ILLUMINA,2019-05-01T00:00:00Z,40_25,SRP116027,76
SRR7946110,AMPLICON,501,58169270,PRJNA397876,SAMN10138201,Metagenome or environmental,37965108,WAYNE STATE UNIVERSITY,01-Jun-2016,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4780171,USA,North America,USA: Detroit,Homo sapiens,Illumina MiSeq,37.36666 N 80.53333 W,40_24,PAIRED,PCR,GENOMIC,human metagenome,ILLUMINA,2019-05-01T00:00:00Z,40_24,SRP116027,75
SRR7946111,AMPLICON,501,16638841,PRJNA397876,SAMN10138204,Metagenome or environmental,10794154,WAYNE STATE UNIVERSITY,01-Jun-2016,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4780174,USA,North America,USA: Detroit,Homo sapiens,Illumina MiSeq,37.36666 N 80.53333 W,40_27,PAIRED,PCR,GENOMIC,human metagenome,ILLUMINA,2019-05-01T00:00:00Z,40_27,SRP116027,78
SRR7946112,AMPLICON,501,25073815,PRJNA397876,SAMN10138134,Metagenome or environmental,16463730,WAYNE STATE UNIVERSITY,01-Jun-2016,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4780170,USA,North America,USA: Detroit,Homo sapiens,Illumina MiSeq,37.36666 N 80.53333 W,TD_16,PAIRED,PCR,GENOMIC,human metagenome,ILLUMINA,2019-05-01T00:00:00Z,TD_16,SRP116027,8
SRR7946113,AMPLICON,501,7501388,PRJNA397876,SAMN10138133,Metagenome or environmental,4942766,WAYNE STATE UNIVERSITY,01-Jun-2016,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4780169,USA,North America,USA: Detroit,Homo sapiens,Illumina MiSeq,37.36666 N 80.53333 W,TD_15,PAIRED,PCR,GENOMIC,human metagenome,ILLUMINA,2019-05-01T00:00:00Z,TD_15,SRP116027,7
SRR7946114,AMPLICON,501,8365265,PRJNA397876,SAMN10138132,Metagenome or environmental,5339210,WAYNE STATE UNIVERSITY,01-Jun-2016,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4780168,USA,North America,USA: Detroit,Homo sapiens,Illumina MiSeq,37.36666 N 80.53333 W,TD_14,PAIRED,PCR,GENOMIC,human metagenome,ILLUMINA,2019-05-01T00:00:00Z,TD_14,SRP116027,6
SRR7946115,AMPLICON,501,3925055,PRJNA397876,SAMN10138131,Metagenome or environmental,2614360,WAYNE STATE UNIVERSITY,01-Jun-2016,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4780167,USA,North America,USA: Detroit,Homo sapiens,Illumina MiSeq,37.36666 N 80.53333 W,TD_13,PAIRED,PCR,GENOMIC,human metagenome,ILLUMINA,2019-05-01T00:00:00Z,TD_13,SRP116027,5
SRR7946116,AMPLICON,501,24162726,PRJNA397876,SAMN10138129,Metagenome or environmental,15348534,WAYNE STATE UNIVERSITY,01-Jun-2016,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4780165,USA,North America,USA: Detroit,Homo sapiens,Illumina MiSeq,37.36666 N 80.53333 W,TD_11,PAIRED,PCR,GENOMIC,human metagenome,ILLUMINA,2019-05-01T00:00:00Z,TD_11,SRP116027,3
SRR7946117,AMPLICON,501,54878506,PRJNA397876,SAMN10138128,Metagenome or environmental,35064611,WAYNE STATE UNIVERSITY,01-Jun-2016,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4780164,USA,North America,USA: Detroit,Homo sapiens,Illumina MiSeq,37.36666 N 80.53333 W,TD_10,PAIRED,PCR,GENOMIC,human metagenome,ILLUMINA,2019-05-01T00:00:00Z,TD_10,SRP116027,2
SRR7946118,AMPLICON,501,34477768,PRJNA397876,SAMN10138127,Metagenome or environmental,22893258,WAYNE STATE UNIVERSITY,01-Jun-2016,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4780163,USA,North America,USA: Detroit,Homo sapiens,Illumina MiSeq,37.36666 N 80.53333 W,TD_1,PAIRED,PCR,GENOMIC,human metagenome,ILLUMINA,2019-05-01T00:00:00Z,TD_1,SRP116027,1
SRR7946119,AMPLICON,501,18409212,PRJNA397876,SAMN10138130,Metagenome or environmental,11532882,WAYNE STATE UNIVERSITY,01-Jun-2016,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4780166,USA,North America,USA: Detroit,Homo sapiens,Illumina MiSeq,37.36666 N 80.53333 W,TD_12,PAIRED,PCR,GENOMIC,human metagenome,ILLUMINA,2019-05-01T00:00:00Z,TD_12,SRP116027,4
SRR7946120,AMPLICON,501,31466459,PRJNA397876,SAMN10138136,Metagenome or environmental,20078203,WAYNE STATE UNIVERSITY,01-Jun-2016,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4780162,USA,North America,USA: Detroit,Homo sapiens,Illumina MiSeq,37.36666 N 80.53333 W,TD_18,PAIRED,PCR,GENOMIC,human metagenome,ILLUMINA,2019-05-01T00:00:00Z,TD_18,SRP116027,10
SRR7946121,AMPLICON,501,23637953,PRJNA397876,SAMN10138135,Metagenome or environmental,15282460,WAYNE STATE UNIVERSITY,01-Jun-2016,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4780161,USA,North America,USA: Detroit,Homo sapiens,Illumina MiSeq,37.36666 N 80.53333 W,TD_17,PAIRED,PCR,GENOMIC,human metagenome,ILLUMINA,2019-05-01T00:00:00Z,TD_17,SRP116027,9
SRR7946122,AMPLICON,501,31269826,PRJNA397876,SAMN10138191,Metagenome or environmental,19849507,WAYNE STATE UNIVERSITY,01-Jun-2016,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4780160,USA,North America,USA: Detroit,Homo sapiens,Illumina MiSeq,37.36666 N 80.53333 W,40_15,PAIRED,PCR,GENOMIC,human metagenome,ILLUMINA,2019-05-01T00:00:00Z,40_15,SRP116027,65
SRR7946123,AMPLICON,501,40632870,PRJNA397876,SAMN10138192,Metagenome or environmental,26271000,WAYNE STATE UNIVERSITY,01-Jun-2016,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4780159,USA,North America,USA: Detroit,Homo sapiens,Illumina MiSeq,37.36666 N 80.53333 W,40_16,PAIRED,PCR,GENOMIC,human metagenome,ILLUMINA,2019-05-01T00:00:00Z,40_16,SRP116027,66
SRR7946124,AMPLICON,501,49852984,PRJNA397876,SAMN10138194,Metagenome or environmental,31733112,WAYNE STATE UNIVERSITY,01-Jun-2016,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4780157,USA,North America,USA: Detroit,Homo sapiens,Illumina MiSeq,37.36666 N 80.53333 W,40_18,PAIRED,PCR,GENOMIC,human metagenome,ILLUMINA,2019-05-01T00:00:00Z,40_18,SRP116027,68
SRR7946125,AMPLICON,501,19697981,PRJNA397876,SAMN10138187,Metagenome or environmental,12686426,WAYNE STATE UNIVERSITY,01-Jun-2016,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4780156,USA,North America,USA: Detroit,Homo sapiens,Illumina MiSeq,37.36666 N 80.53333 W,40_11,PAIRED,PCR,GENOMIC,human metagenome,ILLUMINA,2019-05-01T00:00:00Z,40_11,SRP116027,61
SRR7946126,AMPLICON,501,222263,PRJNA397876,SAMN10138188,Metagenome or environmental,224539,WAYNE STATE UNIVERSITY,01-Jun-2016,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4780155,USA,North America,USA: Detroit,Homo sapiens,Illumina MiSeq,37.36666 N 80.53333 W,40_12,PAIRED,PCR,GENOMIC,human metagenome,ILLUMINA,2019-05-01T00:00:00Z,40_12,SRP116027,62
SRR7946127,AMPLICON,501,44235717,PRJNA397876,SAMN10138193,Metagenome or environmental,28524532,WAYNE STATE UNIVERSITY,01-Jun-2016,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4780158,USA,North America,USA: Detroit,Homo sapiens,Illumina MiSeq,37.36666 N 80.53333 W,40_17,PAIRED,PCR,GENOMIC,human metagenome,ILLUMINA,2019-05-01T00:00:00Z,40_17,SRP116027,67
SRR7946128,AMPLICON,501,7666289,PRJNA397876,SAMN10138189,Metagenome or environmental,4994893,WAYNE STATE UNIVERSITY,01-Jun-2016,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4780154,USA,North America,USA: Detroit,Homo sapiens,Illumina MiSeq,37.36666 N 80.53333 W,40_13,PAIRED,PCR,GENOMIC,human metagenome,ILLUMINA,2019-05-01T00:00:00Z,40_13,SRP116027,63
SRR7946129,AMPLICON,501,20301850,PRJNA397876,SAMN10138190,Metagenome or environmental,12979008,WAYNE STATE UNIVERSITY,01-Jun-2016,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4780153,USA,North America,USA: Detroit,Homo sapiens,Illumina MiSeq,37.36666 N 80.53333 W,40_14,PAIRED,PCR,GENOMIC,human metagenome,ILLUMINA,2019-05-01T00:00:00Z,40_14,SRP116027,64
SRR7946130,AMPLICON,501,12625230,PRJNA397876,SAMN10138195,Metagenome or environmental,8127227,WAYNE STATE UNIVERSITY,01-Jun-2016,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4780152,USA,North America,USA: Detroit,Homo sapiens,Illumina MiSeq,37.36666 N 80.53333 W,40_19,PAIRED,PCR,GENOMIC,human metagenome,ILLUMINA,2019-05-01T00:00:00Z,40_19,SRP116027,69
SRR7946131,AMPLICON,501,60961419,PRJNA397876,SAMN10138196,Metagenome or environmental,39447264,WAYNE STATE UNIVERSITY,01-Jun-2016,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4780151,USA,North America,USA: Detroit,Homo sapiens,Illumina MiSeq,37.36666 N 80.53333 W,40_2,PAIRED,PCR,GENOMIC,human metagenome,ILLUMINA,2019-05-01T00:00:00Z,40_2,SRP116027,70
SRR7946132,AMPLICON,501,197575140,PRJNA397876,SAMN10138286,Metagenome or environmental,111874709,WAYNE STATE UNIVERSITY,01-Jun-2016,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4780150,USA,North America,USA: Detroit,Homo sapiens,Illumina MiSeq,37.36666 N 80.53333 W,N20_B4_3,PAIRED,PCR,GENOMIC,human metagenome,ILLUMINA,2019-05-01T00:00:00Z,N20_B4_3,SRP116027,160
SRR7946133,AMPLICON,501,14208972,PRJNA397876,SAMN10138285,Metagenome or environmental,8188200,WAYNE STATE UNIVERSITY,01-Jun-2016,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4780149,USA,North America,USA: Detroit,Homo sapiens,Illumina MiSeq,37.36666 N 80.53333 W,N20_B4_2,PAIRED,PCR,GENOMIC,human metagenome,ILLUMINA,2019-05-01T00:00:00Z,N20_B4_2,SRP116027,159
SRR7946134,AMPLICON,501,25385803,PRJNA397876,SAMN10138284,Metagenome or environmental,15047916,WAYNE STATE UNIVERSITY,01-Jun-2016,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4780148,USA,North America,USA: Detroit,Homo sapiens,Illumina MiSeq,37.36666 N 80.53333 W,N20_B4_1,PAIRED,PCR,GENOMIC,human metagenome,ILLUMINA,2019-05-01T00:00:00Z,N20_B4_1,SRP116027,158
SRR7946135,AMPLICON,501,18617455,PRJNA397876,SAMN10138283,Metagenome or environmental,10430586,WAYNE STATE UNIVERSITY,01-Jun-2016,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4780147,USA,North America,USA: Detroit,Homo sapiens,Illumina MiSeq,37.36666 N 80.53333 W,N20_B3_4,PAIRED,PCR,GENOMIC,human metagenome,ILLUMINA,2019-05-01T00:00:00Z,N20_B3_4,SRP116027,157
SRR7946136,AMPLICON,501,253490,PRJNA397876,SAMN10138282,Metagenome or environmental,221558,WAYNE STATE UNIVERSITY,01-Jun-2016,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4780146,USA,North America,USA: Detroit,Homo sapiens,Illumina MiSeq,37.36666 N 80.53333 W,N20_B3_3,PAIRED,PCR,GENOMIC,human metagenome,ILLUMINA,2019-05-01T00:00:00Z,N20_B3_3,SRP116027,156
SRR7946137,AMPLICON,501,21110902,PRJNA397876,SAMN10138281,Metagenome or environmental,11975364,WAYNE STATE UNIVERSITY,01-Jun-2016,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4780145,USA,North America,USA: Detroit,Homo sapiens,Illumina MiSeq,37.36666 N 80.53333 W,N20_B3_2,PAIRED,PCR,GENOMIC,human metagenome,ILLUMINA,2019-05-01T00:00:00Z,N20_B3_2,SRP116027,155
SRR7946138,AMPLICON,501,7071501,PRJNA397876,SAMN10138280,Metagenome or environmental,4018008,WAYNE STATE UNIVERSITY,01-Jun-2016,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4780144,USA,North America,USA: Detroit,Homo sapiens,Illumina MiSeq,37.36666 N 80.53333 W,N20_B3_1,PAIRED,PCR,GENOMIC,human metagenome,ILLUMINA,2019-05-01T00:00:00Z,N20_B3_1,SRP116027,154
SRR7946139,AMPLICON,501,23814984,PRJNA397876,SAMN10138279,Metagenome or environmental,13223017,WAYNE STATE UNIVERSITY,01-Jun-2016,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4780143,USA,North America,USA: Detroit,Homo sapiens,Illumina MiSeq,37.36666 N 80.53333 W,N20_B2_4,PAIRED,PCR,GENOMIC,human metagenome,ILLUMINA,2019-05-01T00:00:00Z,N20_B2_4,SRP116027,153
SRR7946140,AMPLICON,501,34346431,PRJNA397876,SAMN10138278,Metagenome or environmental,19511567,WAYNE STATE UNIVERSITY,01-Jun-2016,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4780142,USA,North America,USA: Detroit,Homo sapiens,Illumina MiSeq,37.36666 N 80.53333 W,N20_B2_3,PAIRED,PCR,GENOMIC,human metagenome,ILLUMINA,2019-05-01T00:00:00Z,N20_B2_3,SRP116027,152
SRR7946141,AMPLICON,501,57542350,PRJNA397876,SAMN10138277,Metagenome or environmental,33390482,WAYNE STATE UNIVERSITY,01-Jun-2016,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4780141,USA,North America,USA: Detroit,Homo sapiens,Illumina MiSeq,37.36666 N 80.53333 W,N20_B2_2,PAIRED,PCR,GENOMIC,human metagenome,ILLUMINA,2019-05-01T00:00:00Z,N20_B2_2,SRP116027,151
SRR7946142,AMPLICON,501,24521073,PRJNA397876,SAMN10138178,Metagenome or environmental,15205626,WAYNE STATE UNIVERSITY,01-Jun-2016,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4780140,USA,North America,USA: Detroit,Homo sapiens,Illumina MiSeq,37.36666 N 80.53333 W,TD_B5_3,PAIRED,PCR,GENOMIC,human metagenome,ILLUMINA,2019-05-01T00:00:00Z,TD_B5_3,SRP116027,52
