Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,BioSampleModel,Bytes,Center Name,collection_date,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,Experiment,geo_loc_name_country,geo_loc_name_country_continent,geo_loc_name,Instrument,lat_lon,Library Name,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ref_biomaterial,ReleaseDate,Sample Name,SRA Study,Host,isolation_source
SRR7049111,AMPLICON,502,25352004,PRJNA451186,SAMN08963588,Metagenome or environmental,15149077,UNIVERSITY OF PENNSYLVANIA,2017-10-25,public,"sra,fastq","gs,s3,ncbi","ncbi.public,s3.us-east-1,gs.US",SRX3980632,USA,North America,USA:Philadelphia,Illumina MiSeq,39.95 N 75.16 W,S14_16S,PAIRED,PCR,METAGENOMIC,metagenome,ILLUMINA,S14,2018-04-20T00:00:00Z,S14,SRP141397,Homo sapiens,
SRR7049112,AMPLICON,502,25312346,PRJNA451186,SAMN08963587,Metagenome or environmental,15270197,UNIVERSITY OF PENNSYLVANIA,2017-10-25,public,"sra,fastq","gs,ncbi,s3","s3.us-east-1,ncbi.public,gs.US",SRX3980631,USA,North America,USA:Philadelphia,Illumina MiSeq,39.95 N 75.16 W,S13_16S,PAIRED,PCR,METAGENOMIC,metagenome,ILLUMINA,S13,2018-04-20T00:00:00Z,S13,SRP141397,Homo sapiens,
SRR7049113,AMPLICON,502,14729684,PRJNA451186,SAMN08963586,Metagenome or environmental,8816745,UNIVERSITY OF PENNSYLVANIA,2017-10-25,public,"fastq,sra","ncbi,s3,gs","gs.US,ncbi.public,s3.us-east-1",SRX3980630,USA,North America,USA:Philadelphia,Illumina MiSeq,39.95 N 75.16 W,S12_16S,PAIRED,PCR,METAGENOMIC,metagenome,ILLUMINA,S12,2018-04-20T00:00:00Z,S12,SRP141397,Homo sapiens,
SRR7049114,AMPLICON,502,10787980,PRJNA451186,SAMN08963585,Metagenome or environmental,6581391,UNIVERSITY OF PENNSYLVANIA,2017-10-25,public,"fastq,sra","gs,s3,ncbi","ncbi.public,s3.us-east-1,gs.US",SRX3980629,USA,North America,USA:Philadelphia,Illumina MiSeq,39.95 N 75.16 W,S11_16S,PAIRED,PCR,METAGENOMIC,metagenome,ILLUMINA,S11,2018-04-20T00:00:00Z,S11,SRP141397,Homo sapiens,
SRR7049115,AMPLICON,502,18979616,PRJNA451186,SAMN08963584,Metagenome or environmental,11305847,UNIVERSITY OF PENNSYLVANIA,2017-10-25,public,"fastq,sra","s3,gs,ncbi","s3.us-east-1,gs.US,ncbi.public",SRX3980628,USA,North America,USA:Philadelphia,Illumina MiSeq,39.95 N 75.16 W,S10_16S,PAIRED,PCR,METAGENOMIC,metagenome,ILLUMINA,S10,2018-04-20T00:00:00Z,S10,SRP141397,Homo sapiens,
SRR7049116,AMPLICON,502,29470412,PRJNA451186,SAMN08963583,Metagenome or environmental,17678593,UNIVERSITY OF PENNSYLVANIA,2017-10-25,public,"fastq,sra","s3,ncbi,gs","gs.US,ncbi.public,s3.us-east-1",SRX3980627,USA,North America,USA:Philadelphia,Illumina MiSeq,39.95 N 75.16 W,S09_16S,PAIRED,PCR,METAGENOMIC,metagenome,ILLUMINA,S09,2018-04-20T00:00:00Z,S09,SRP141397,Homo sapiens,
SRR7049117,AMPLICON,502,25355518,PRJNA451186,SAMN08963582,Metagenome or environmental,15161752,UNIVERSITY OF PENNSYLVANIA,2017-10-25,public,"fastq,sra","gs,ncbi,s3","ncbi.public,s3.us-east-1,gs.US",SRX3980626,USA,North America,USA:Philadelphia,Illumina MiSeq,39.95 N 75.16 W,S08_16S,PAIRED,PCR,METAGENOMIC,metagenome,ILLUMINA,S08,2018-04-20T00:00:00Z,S08,SRP141397,Homo sapiens,
SRR7049118,AMPLICON,502,13458620,PRJNA451186,SAMN08963581,Metagenome or environmental,8194060,UNIVERSITY OF PENNSYLVANIA,2017-10-25,public,"fastq,sra","gs,s3,ncbi","s3.us-east-1,ncbi.public,gs.US",SRX3980625,USA,North America,USA:Philadelphia,Illumina MiSeq,39.95 N 75.16 W,S07_16S,PAIRED,PCR,METAGENOMIC,metagenome,ILLUMINA,S07,2018-04-20T00:00:00Z,S07,SRP141397,Homo sapiens,
SRR7049119,AMPLICON,502,12484238,PRJNA451186,SAMN08963580,Metagenome or environmental,7490026,UNIVERSITY OF PENNSYLVANIA,2017-10-25,public,"sra,fastq","gs,ncbi,s3","ncbi.public,gs.US,s3.us-east-1",SRX3980624,USA,North America,USA:Philadelphia,Illumina MiSeq,39.95 N 75.16 W,S06_16S,PAIRED,PCR,METAGENOMIC,metagenome,ILLUMINA,S06,2018-04-20T00:00:00Z,S06,SRP141397,Homo sapiens,
SRR7049120,AMPLICON,502,18375710,PRJNA451186,SAMN08963686,Metagenome or environmental,10471159,UNIVERSITY OF PENNSYLVANIA,2017-10-25,public,"fastq,sra","ncbi,gs,s3","s3.us-east-1,gs.US,ncbi.public",SRX3980623,USA,North America,USA:Philadelphia,Illumina MiSeq,39.95 N 75.16 W,VS29_16S,PAIRED,PCR,METAGENOMIC,metagenome,ILLUMINA,VS29,2018-04-20T00:00:00Z,VS29,SRP141397,Homo sapiens,
SRR7049121,AMPLICON,502,62195290,PRJNA451186,SAMN08963687,Metagenome or environmental,35080938,UNIVERSITY OF PENNSYLVANIA,2017-10-25,public,"fastq,sra","s3,gs,ncbi","s3.us-east-1,gs.US,ncbi.public",SRX3980622,USA,North America,USA:Philadelphia,Illumina MiSeq,39.95 N 75.16 W,VS30_16S,PAIRED,PCR,METAGENOMIC,metagenome,ILLUMINA,VS30,2018-04-20T00:00:00Z,VS30,SRP141397,Homo sapiens,
SRR7049122,AMPLICON,502,26598470,PRJNA451186,SAMN08963684,Metagenome or environmental,15592617,UNIVERSITY OF PENNSYLVANIA,2017-10-25,public,"sra,fastq","gs,s3,ncbi","gs.US,s3.us-east-1,ncbi.public",SRX3980621,USA,North America,USA:Philadelphia,Illumina MiSeq,39.95 N 75.16 W,VS27_16S,PAIRED,PCR,METAGENOMIC,metagenome,ILLUMINA,VS27,2018-04-20T00:00:00Z,VS27,SRP141397,Homo sapiens,
SRR7049123,AMPLICON,502,39503384,PRJNA451186,SAMN08963685,Metagenome or environmental,22514987,UNIVERSITY OF PENNSYLVANIA,2017-10-25,public,"sra,fastq","gs,s3,ncbi","s3.us-east-1,ncbi.public,gs.US",SRX3980620,USA,North America,USA:Philadelphia,Illumina MiSeq,39.95 N 75.16 W,VS28_16S,PAIRED,PCR,METAGENOMIC,metagenome,ILLUMINA,VS28,2018-04-20T00:00:00Z,VS28,SRP141397,Homo sapiens,
SRR7049124,AMPLICON,502,44604206,PRJNA451186,SAMN08963682,Metagenome or environmental,26572184,UNIVERSITY OF PENNSYLVANIA,2017-10-25,public,"fastq,sra","gs,s3,ncbi","ncbi.public,gs.US,s3.us-east-1",SRX3980619,USA,North America,USA:Philadelphia,Illumina MiSeq,39.95 N 75.16 W,VS25_16S,PAIRED,PCR,METAGENOMIC,metagenome,ILLUMINA,VS25,2018-04-20T00:00:00Z,VS25,SRP141397,Homo sapiens,
SRR7049125,AMPLICON,502,38473782,PRJNA451186,SAMN08963683,Metagenome or environmental,22071775,UNIVERSITY OF PENNSYLVANIA,2017-10-25,public,"sra,fastq","s3,ncbi,gs","s3.us-east-1,ncbi.public,gs.US",SRX3980618,USA,North America,USA:Philadelphia,Illumina MiSeq,39.95 N 75.16 W,VS26_16S,PAIRED,PCR,METAGENOMIC,metagenome,ILLUMINA,VS26,2018-04-20T00:00:00Z,VS26,SRP141397,Homo sapiens,
SRR7049126,AMPLICON,502,45926474,PRJNA451186,SAMN08963680,Metagenome or environmental,25998599,UNIVERSITY OF PENNSYLVANIA,2017-10-25,public,"fastq,sra","ncbi,gs,s3","s3.us-east-1,ncbi.public,gs.US",SRX3980617,USA,North America,USA:Philadelphia,Illumina MiSeq,39.95 N 75.16 W,VS23_16S,PAIRED,PCR,METAGENOMIC,metagenome,ILLUMINA,VS23,2018-04-20T00:00:00Z,VS23,SRP141397,Homo sapiens,
SRR7049127,AMPLICON,502,62468880,PRJNA451186,SAMN08963681,Metagenome or environmental,35237553,UNIVERSITY OF PENNSYLVANIA,2017-10-25,public,"fastq,sra","gs,s3,ncbi","ncbi.public,s3.us-east-1,gs.US",SRX3980616,USA,North America,USA:Philadelphia,Illumina MiSeq,39.95 N 75.16 W,VS24_16S,PAIRED,PCR,METAGENOMIC,metagenome,ILLUMINA,VS24,2018-04-20T00:00:00Z,VS24,SRP141397,Homo sapiens,
SRR7049128,AMPLICON,502,47811986,PRJNA451186,SAMN08963688,Metagenome or environmental,28494800,UNIVERSITY OF PENNSYLVANIA,2017-10-25,public,"sra,fastq","gs,ncbi,s3","ncbi.public,s3.us-east-1,gs.US",SRX3980615,USA,North America,USA:Philadelphia,Illumina MiSeq,39.95 N 75.16 W,VS31_16S,PAIRED,PCR,METAGENOMIC,metagenome,ILLUMINA,VS31,2018-04-20T00:00:00Z,VS31,SRP141397,Homo sapiens,
SRR7049129,AMPLICON,502,19483624,PRJNA451186,SAMN08963689,Metagenome or environmental,11028046,UNIVERSITY OF PENNSYLVANIA,2017-10-25,public,"fastq,sra","gs,s3,ncbi","gs.US,s3.us-east-1,ncbi.public",SRX3980614,USA,North America,USA:Philadelphia,Illumina MiSeq,39.95 N 75.16 W,VS32_16S,PAIRED,PCR,METAGENOMIC,metagenome,ILLUMINA,VS32,2018-04-20T00:00:00Z,VS32,SRP141397,Homo sapiens,
SRR7049130,AMPLICON,502,49507240,PRJNA451186,SAMN08963659,Metagenome or environmental,28392114,UNIVERSITY OF PENNSYLVANIA,2017-10-25,public,"fastq,sra","ncbi,gs,s3","s3.us-east-1,ncbi.public,gs.US",SRX3980613,USA,North America,USA:Philadelphia,Illumina MiSeq,39.95 N 75.16 W,VS02_16S,PAIRED,PCR,METAGENOMIC,metagenome,ILLUMINA,VS02,2018-04-20T00:00:00Z,VS02,SRP141397,Homo sapiens,
SRR7049131,AMPLICON,502,44561034,PRJNA451186,SAMN08963658,Metagenome or environmental,26823865,UNIVERSITY OF PENNSYLVANIA,2017-10-25,public,"fastq,sra","gs,ncbi,s3","s3.us-east-1,ncbi.public,gs.US",SRX3980612,USA,North America,USA:Philadelphia,Illumina MiSeq,39.95 N 75.16 W,VS01_16S,PAIRED,PCR,METAGENOMIC,metagenome,ILLUMINA,VS01,2018-04-20T00:00:00Z,VS01,SRP141397,Homo sapiens,
SRR7049132,AMPLICON,502,75802,PRJNA451186,SAMN08963406,Metagenome or environmental,128032,UNIVERSITY OF PENNSYLVANIA,2017-10-25,public,"fastq,sra","gs,s3,ncbi","ncbi.public,gs.US,s3.us-east-1",SRX3980611,USA,North America,USA:Philadelphia,Illumina MiSeq,39.95 N 75.16 W,FP41_16S,PAIRED,PCR,METAGENOMIC,metagenome,ILLUMINA,FP41,2018-04-20T00:00:00Z,FP41,SRP141397,Homo sapiens,
SRR7049133,AMPLICON,502,12360746,PRJNA451186,SAMN08963653,Metagenome or environmental,7356933,UNIVERSITY OF PENNSYLVANIA,2017-10-25,public,"sra,fastq","s3,ncbi,gs","ncbi.public,s3.us-east-1,gs.US",SRX3980610,USA,North America,USA:Philadelphia,Illumina MiSeq,39.95 N 75.16 W,S79_16S,PAIRED,PCR,METAGENOMIC,metagenome,ILLUMINA,S79,2018-04-20T00:00:00Z,S79,SRP141397,Homo sapiens,
SRR7049134,AMPLICON,502,12183038,PRJNA451186,SAMN08963652,Metagenome or environmental,7289592,UNIVERSITY OF PENNSYLVANIA,2017-10-25,public,"fastq,sra","s3,ncbi,gs","ncbi.public,gs.US,s3.us-east-1",SRX3980609,USA,North America,USA:Philadelphia,Illumina MiSeq,39.95 N 75.16 W,S78_16S,PAIRED,PCR,METAGENOMIC,metagenome,ILLUMINA,S78,2018-04-20T00:00:00Z,S78,SRP141397,Homo sapiens,
SRR7049135,AMPLICON,502,11386866,PRJNA451186,SAMN08963462,Metagenome or environmental,7126746,UNIVERSITY OF PENNSYLVANIA,2017-10-25,public,"fastq,sra","s3,ncbi,gs","ncbi.public,s3.us-east-1,gs.US",SRX3980608,USA,North America,USA:Philadelphia,Illumina MiSeq,39.95 N 75.16 W,H2O6_16S,PAIRED,PCR,METAGENOMIC,metagenome,ILLUMINA,H2O6,2018-04-20T00:00:00Z,H2O6,SRP141397,,laboratory sample
SRR7049136,AMPLICON,502,11737764,PRJNA451186,SAMN08963463,Metagenome or environmental,7259358,UNIVERSITY OF PENNSYLVANIA,2017-10-25,public,"fastq,sra","s3,gs,ncbi","s3.us-east-1,ncbi.public,gs.US",SRX3980607,USA,North America,USA:Philadelphia,Illumina MiSeq,39.95 N 75.16 W,H2O7_16S,PAIRED,PCR,METAGENOMIC,metagenome,ILLUMINA,H2O7,2018-04-20T00:00:00Z,H2O7,SRP141397,,laboratory sample
SRR7049137,AMPLICON,502,47267316,PRJNA451186,SAMN08963460,Metagenome or environmental,30160005,UNIVERSITY OF PENNSYLVANIA,2017-10-25,public,"sra,fastq","ncbi,gs,s3","s3.us-east-1,ncbi.public,gs.US",SRX3980606,USA,North America,USA:Philadelphia,Illumina MiSeq,39.95 N 75.16 W,H2O4_16S,PAIRED,PCR,METAGENOMIC,metagenome,ILLUMINA,H2O4,2018-04-20T00:00:00Z,H2O4,SRP141397,,laboratory sample
SRR7049138,AMPLICON,502,3505466,PRJNA451186,SAMN08963461,Metagenome or environmental,2279674,UNIVERSITY OF PENNSYLVANIA,2017-10-25,public,"fastq,sra","s3,gs,ncbi","gs.US,s3.us-east-1,ncbi.public",SRX3980605,USA,North America,USA:Philadelphia,Illumina MiSeq,39.95 N 75.16 W,H2O5_16S,PAIRED,PCR,METAGENOMIC,metagenome,ILLUMINA,H2O5,2018-04-20T00:00:00Z,H2O5,SRP141397,,laboratory sample
SRR7049139,AMPLICON,502,1610918,PRJNA451186,SAMN08963466,Metagenome or environmental,1128454,UNIVERSITY OF PENNSYLVANIA,2017-10-25,public,"sra,fastq","s3,gs,ncbi","ncbi.public,s3.us-east-1,gs.US",SRX3980604,USA,North America,USA:Philadelphia,Illumina MiSeq,39.95 N 75.16 W,MP.B1_16S,PAIRED,PCR,METAGENOMIC,metagenome,ILLUMINA,MP.B1,2018-04-20T00:00:00Z,MP.B1,SRP141397,,laboratory sample
SRR7049140,AMPLICON,502,617962,PRJNA451186,SAMN08963467,Metagenome or environmental,463333,UNIVERSITY OF PENNSYLVANIA,2017-10-25,public,"sra,fastq","gs,ncbi,s3","s3.us-east-1,ncbi.public,gs.US",SRX3980603,USA,North America,USA:Philadelphia,Illumina MiSeq,39.95 N 75.16 W,MP.B10_16S,PAIRED,PCR,METAGENOMIC,metagenome,ILLUMINA,MP.B10,2018-04-20T00:00:00Z,MP.B10,SRP141397,,laboratory sample
SRR7049141,AMPLICON,502,3566208,PRJNA451186,SAMN08963464,Metagenome or environmental,2278341,UNIVERSITY OF PENNSYLVANIA,2017-10-25,public,"sra,fastq","gs,s3,ncbi","s3.us-east-1,ncbi.public,gs.US",SRX3980602,USA,North America,USA:Philadelphia,Illumina MiSeq,39.95 N 75.16 W,H2O8_16S,PAIRED,PCR,METAGENOMIC,metagenome,ILLUMINA,H2O8,2018-04-20T00:00:00Z,H2O8,SRP141397,,laboratory sample
SRR7049142,AMPLICON,502,30622,PRJNA451186,SAMN08963465,Metagenome or environmental,100133,UNIVERSITY OF PENNSYLVANIA,2017-10-25,public,"sra,fastq","s3,ncbi,gs","ncbi.public,s3.us-east-1,gs.US",SRX3980601,USA,North America,USA:Philadelphia,Illumina MiSeq,39.95 N 75.16 W,H2O9_16S,PAIRED,PCR,METAGENOMIC,metagenome,ILLUMINA,H2O9,2018-04-20T00:00:00Z,H2O9,SRP141397,,laboratory sample
SRR7049143,AMPLICON,502,364954,PRJNA451186,SAMN08963468,Metagenome or environmental,303794,UNIVERSITY OF PENNSYLVANIA,2017-10-25,public,"fastq,sra","ncbi,s3,gs","s3.us-east-1,gs.US,ncbi.public",SRX3980600,USA,North America,USA:Philadelphia,Illumina MiSeq,39.95 N 75.16 W,MP.B2_16S,PAIRED,PCR,METAGENOMIC,metagenome,ILLUMINA,MP.B2,2018-04-20T00:00:00Z,MP.B2,SRP141397,,laboratory sample
SRR7049144,AMPLICON,502,204816,PRJNA451186,SAMN08963469,Metagenome or environmental,210499,UNIVERSITY OF PENNSYLVANIA,2017-10-25,public,"sra,fastq","s3,gs,ncbi","ncbi.public,s3.us-east-1,gs.US",SRX3980599,USA,North America,USA:Philadelphia,Illumina MiSeq,39.95 N 75.16 W,MP.B3_16S,PAIRED,PCR,METAGENOMIC,metagenome,ILLUMINA,MP.B3,2018-04-20T00:00:00Z,MP.B3,SRP141397,,laboratory sample
SRR7049145,AMPLICON,502,45087632,PRJNA451186,SAMN08963697,Metagenome or environmental,26666750,UNIVERSITY OF PENNSYLVANIA,2017-10-25,public,"fastq,sra","s3,gs,ncbi","ncbi.public,s3.us-east-1,gs.US",SRX3980598,USA,North America,USA:Philadelphia,Illumina MiSeq,39.95 N 75.16 W,VS40_16S,PAIRED,PCR,METAGENOMIC,metagenome,ILLUMINA,VS40,2018-04-20T00:00:00Z,VS40,SRP141397,Homo sapiens,
SRR7049146,AMPLICON,502,41644414,PRJNA451186,SAMN08963696,Metagenome or environmental,23782131,UNIVERSITY OF PENNSYLVANIA,2017-10-25,public,"fastq,sra","ncbi,s3,gs","s3.us-east-1,ncbi.public,gs.US",SRX3980597,USA,North America,USA:Philadelphia,Illumina MiSeq,39.95 N 75.16 W,VS39_16S,PAIRED,PCR,METAGENOMIC,metagenome,ILLUMINA,VS39,2018-04-20T00:00:00Z,VS39,SRP141397,Homo sapiens,
SRR7049147,AMPLICON,502,34478866,PRJNA451186,SAMN08963695,Metagenome or environmental,19989871,UNIVERSITY OF PENNSYLVANIA,2017-10-25,public,"fastq,sra","gs,ncbi,s3","s3.us-east-1,ncbi.public,gs.US",SRX3980596,USA,North America,USA:Philadelphia,Illumina MiSeq,39.95 N 75.16 W,VS38_16S,PAIRED,PCR,METAGENOMIC,metagenome,ILLUMINA,VS38,2018-04-20T00:00:00Z,VS38,SRP141397,Homo sapiens,
SRR7049148,AMPLICON,502,35301644,PRJNA451186,SAMN08963694,Metagenome or environmental,20474729,UNIVERSITY OF PENNSYLVANIA,2017-10-25,public,"sra,fastq","ncbi,s3,gs","s3.us-east-1,gs.US,ncbi.public",SRX3980595,USA,North America,USA:Philadelphia,Illumina MiSeq,39.95 N 75.16 W,VS37_16S,PAIRED,PCR,METAGENOMIC,metagenome,ILLUMINA,VS37,2018-04-20T00:00:00Z,VS37,SRP141397,Homo sapiens,
SRR7049149,AMPLICON,502,14732194,PRJNA451186,SAMN08963693,Metagenome or environmental,8727786,UNIVERSITY OF PENNSYLVANIA,2017-10-25,public,"sra,fastq","s3,gs,ncbi","gs.US,s3.us-east-1,ncbi.public",SRX3980594,USA,North America,USA:Philadelphia,Illumina MiSeq,39.95 N 75.16 W,VS36_16S,PAIRED,PCR,METAGENOMIC,metagenome,ILLUMINA,VS36,2018-04-20T00:00:00Z,VS36,SRP141397,Homo sapiens,
SRR7049150,AMPLICON,502,21569434,PRJNA451186,SAMN08963692,Metagenome or environmental,12509459,UNIVERSITY OF PENNSYLVANIA,2017-10-25,public,"fastq,sra","s3,ncbi,gs","s3.us-east-1,ncbi.public,gs.US",SRX3980593,USA,North America,USA:Philadelphia,Illumina MiSeq,39.95 N 75.16 W,VS35_16S,PAIRED,PCR,METAGENOMIC,metagenome,ILLUMINA,VS35,2018-04-20T00:00:00Z,VS35,SRP141397,Homo sapiens,
SRR7049151,AMPLICON,502,18315972,PRJNA451186,SAMN08963691,Metagenome or environmental,10591586,UNIVERSITY OF PENNSYLVANIA,2017-10-25,public,"sra,fastq","ncbi,s3,gs","gs.US,ncbi.public,s3.us-east-1",SRX3980592,USA,North America,USA:Philadelphia,Illumina MiSeq,39.95 N 75.16 W,VS34_16S,PAIRED,PCR,METAGENOMIC,metagenome,ILLUMINA,VS34,2018-04-20T00:00:00Z,VS34,SRP141397,Homo sapiens,
SRR7049152,AMPLICON,502,56326408,PRJNA451186,SAMN08963690,Metagenome or environmental,33746987,UNIVERSITY OF PENNSYLVANIA,2017-10-25,public,"sra,fastq","ncbi,s3,gs","ncbi.public,gs.US,s3.us-east-1",SRX3980591,USA,North America,USA:Philadelphia,Illumina MiSeq,39.95 N 75.16 W,VS33_16S,PAIRED,PCR,METAGENOMIC,metagenome,ILLUMINA,VS33,2018-04-20T00:00:00Z,VS33,SRP141397,Homo sapiens,
SRR7049153,WGS,215,6898197,PRJNA451186,SAMN08963421,Metagenome or environmental,3821778,UNIVERSITY OF PENNSYLVANIA,2017-10-25,public,"fastq,sra","s3,ncbi,gs","s3.us-east-1,ncbi.public,gs.US",SRX3980590,USA,North America,USA:Philadelphia,Illumina HiSeq 2500,39.95 N 75.16 W,FP56_shotgun,PAIRED,RANDOM,METAGENOMIC,metagenome,ILLUMINA,FP56,2018-04-20T00:00:00Z,FP56,SRP141397,Homo sapiens,
SRR7049154,WGS,214,6975520,PRJNA451186,SAMN08963420,Metagenome or environmental,4189558,UNIVERSITY OF PENNSYLVANIA,2017-10-25,public,"fastq,sra","gs,ncbi,s3","s3.us-east-1,gs.US,ncbi.public",SRX3980589,USA,North America,USA:Philadelphia,Illumina HiSeq 2500,39.95 N 75.16 W,FP55_shotgun,PAIRED,RANDOM,METAGENOMIC,metagenome,ILLUMINA,FP55,2018-04-20T00:00:00Z,FP55,SRP141397,Homo sapiens,
SRR7049155,WGS,212,5487889,PRJNA451186,SAMN08963423,Metagenome or environmental,3060845,UNIVERSITY OF PENNSYLVANIA,2017-10-25,public,"sra,fastq","s3,gs,ncbi","gs.US,ncbi.public,s3.us-east-1",SRX3980588,USA,North America,USA:Philadelphia,Illumina HiSeq 2500,39.95 N 75.16 W,FP58_shotgun,PAIRED,RANDOM,METAGENOMIC,metagenome,ILLUMINA,FP58,2018-04-20T00:00:00Z,FP58,SRP141397,Homo sapiens,
SRR7049156,WGS,211,5814308,PRJNA451186,SAMN08963422,Metagenome or environmental,3213537,UNIVERSITY OF PENNSYLVANIA,2017-10-25,public,"sra,fastq","s3,ncbi,gs","s3.us-east-1,gs.US,ncbi.public",SRX3980587,USA,North America,USA:Philadelphia,Illumina HiSeq 2500,39.95 N 75.16 W,FP57_shotgun,PAIRED,RANDOM,METAGENOMIC,metagenome,ILLUMINA,FP57,2018-04-20T00:00:00Z,FP57,SRP141397,Homo sapiens,
SRR7049157,WGS,213,7186212,PRJNA451186,SAMN08963425,Metagenome or environmental,3977993,UNIVERSITY OF PENNSYLVANIA,2017-10-25,public,"fastq,sra","ncbi,s3,gs","s3.us-east-1,gs.US,ncbi.public",SRX3980586,USA,North America,USA:Philadelphia,Illumina HiSeq 2500,39.95 N 75.16 W,FP60_shotgun,PAIRED,RANDOM,METAGENOMIC,metagenome,ILLUMINA,FP60,2018-04-20T00:00:00Z,FP60,SRP141397,Homo sapiens,
SRR7049158,WGS,206,7724626,PRJNA451186,SAMN08963424,Metagenome or environmental,4163635,UNIVERSITY OF PENNSYLVANIA,2017-10-25,public,"fastq,sra","s3,ncbi,gs","s3.us-east-1,ncbi.public,gs.US",SRX3980585,USA,North America,USA:Philadelphia,Illumina HiSeq 2500,39.95 N 75.16 W,FP59_shotgun,PAIRED,RANDOM,METAGENOMIC,metagenome,ILLUMINA,FP59,2018-04-20T00:00:00Z,FP59,SRP141397,Homo sapiens,
SRR7049159,WGS,128,4738523,PRJNA451186,SAMN08963314,Metagenome or environmental,2419914,UNIVERSITY OF PENNSYLVANIA,2017-10-25,public,"fastq,sra","s3,ncbi,gs","s3.us-east-1,gs.US,ncbi.public",SRX3980584,USA,North America,USA:Philadelphia,Illumina HiSeq 2500,39.95 N 75.16 W,AS.B5_shotgun,PAIRED,RANDOM,METAGENOMIC,metagenome,ILLUMINA,AS.B5,2018-04-20T00:00:00Z,AS.B5,SRP141397,,laboratory sample
SRR7049160,WGS,133,2532142,PRJNA451186,SAMN08963313,Metagenome or environmental,1327344,UNIVERSITY OF PENNSYLVANIA,2017-10-25,public,"fastq,sra","ncbi,s3,gs","s3.us-east-1,gs.US,ncbi.public",SRX3980583,USA,North America,USA:Philadelphia,Illumina HiSeq 2500,39.95 N 75.16 W,AS.B4_shotgun,PAIRED,RANDOM,METAGENOMIC,metagenome,ILLUMINA,AS.B4,2018-04-20T00:00:00Z,AS.B4,SRP141397,,laboratory sample
SRR7049161,WGS,230,131867230,PRJNA451186,SAMN08963628,Metagenome or environmental,56719532,UNIVERSITY OF PENNSYLVANIA,2017-10-25,public,"fastq,sra","s3,ncbi,gs","gs.US,s3.us-east-1,ncbi.public",SRX3980582,USA,North America,USA:Philadelphia,Illumina HiSeq 2500,39.95 N 75.16 W,S54_shotgun,PAIRED,RANDOM,METAGENOMIC,metagenome,ILLUMINA,S54,2018-04-20T00:00:00Z,S54,SRP141397,Homo sapiens,
SRR7049162,WGS,224,51946651,PRJNA451186,SAMN08963629,Metagenome or environmental,21214923,UNIVERSITY OF PENNSYLVANIA,2017-10-25,public,"sra,fastq","gs,ncbi,s3","ncbi.public,gs.US,s3.us-east-1",SRX3980581,USA,North America,USA:Philadelphia,Illumina HiSeq 2500,39.95 N 75.16 W,S55_shotgun,PAIRED,RANDOM,METAGENOMIC,metagenome,ILLUMINA,S55,2018-04-20T00:00:00Z,S55,SRP141397,Homo sapiens,
SRR7049163,WGS,230,27737870,PRJNA451186,SAMN08963630,Metagenome or environmental,11875443,UNIVERSITY OF PENNSYLVANIA,2017-10-25,public,"sra,fastq","ncbi,s3,gs","s3.us-east-1,gs.US,ncbi.public",SRX3980580,USA,North America,USA:Philadelphia,Illumina HiSeq 2500,39.95 N 75.16 W,S56_shotgun,PAIRED,RANDOM,METAGENOMIC,metagenome,ILLUMINA,S56,2018-04-20T00:00:00Z,S56,SRP141397,Homo sapiens,
SRR7049164,WGS,226,180952500,PRJNA451186,SAMN08963631,Metagenome or environmental,76335051,UNIVERSITY OF PENNSYLVANIA,2017-10-25,public,"fastq,sra","ncbi,gs,s3","s3.us-east-1,ncbi.public,gs.US",SRX3980579,USA,North America,USA:Philadelphia,Illumina HiSeq 2500,39.95 N 75.16 W,S57_shotgun,PAIRED,RANDOM,METAGENOMIC,metagenome,ILLUMINA,S57,2018-04-20T00:00:00Z,S57,SRP141397,Homo sapiens,
SRR7049165,WGS,223,21998628,PRJNA451186,SAMN08963632,Metagenome or environmental,9452491,UNIVERSITY OF PENNSYLVANIA,2017-10-25,public,"fastq,sra","s3,gs,ncbi","gs.US,ncbi.public,s3.us-east-1",SRX3980578,USA,North America,USA:Philadelphia,Illumina HiSeq 2500,39.95 N 75.16 W,S58_shotgun,PAIRED,RANDOM,METAGENOMIC,metagenome,ILLUMINA,S58,2018-04-20T00:00:00Z,S58,SRP141397,Homo sapiens,
SRR7049166,WGS,224,74570770,PRJNA451186,SAMN08963633,Metagenome or environmental,31278834,UNIVERSITY OF PENNSYLVANIA,2017-10-25,public,"fastq,sra","ncbi,s3,gs","ncbi.public,gs.US,s3.us-east-1",SRX3980577,USA,North America,USA:Philadelphia,Illumina HiSeq 2500,39.95 N 75.16 W,S59_shotgun,PAIRED,RANDOM,METAGENOMIC,metagenome,ILLUMINA,S59,2018-04-20T00:00:00Z,S59,SRP141397,Homo sapiens,
